,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE
81,Subramanian,Swamy,Politician,India,82,Virgo,September,15,1939,178568,
82,Subramaniam,Badrinath,Cricket Player,India,41,Virgo,August,30,1980,195115,
83,Suborna,Mustafa,TV Actress,Bangladesh,62,Sagittarius,December,2,1959,205687,
84,Subir,Raha,Entrepreneur,India,,Virgo,August,28,1948,208654,Feb 1
85,Subir,Chowdhury,Novelist,Bangladesh,55,Capricorn,January,12,1967,191332,
86,Subie,Moto,YouTube Star,United States,29,Libra,October,15,1992,149380,
87,Subhreet,Ghumman,Dancer,India,36,Taurus,April,22,1986,209822,
88,Subhashree,Ganguly,Movie Actress,India,31,Scorpio,November,3,1990,138797,
89,Subhash,Mukhopadhyay,Poet,India,,Aquarius,February,12,1919,201252,Jul 8
90,Subhash,Ghai,Director,India,77,Aquarius,January,24,1945,176037,
91,Subhas,Bose,Politician,India,,Aquarius,January,23,1897,59310,Aug 18
92,Subhan,Mamedov,TikTok Star,Georgia (country),25,Libra,October,15,1996,110164,
93,Subhalaxmi,Parida,YouTube Star,India,28,Pisces,March,18,1994,91200,
94,Subha,Rajput,TV Actress,India,30,Cancer,July,22,1991,192023,
95,Subbwvs,Subbwvs,TikTok Star,United States,22,Aries,April,6,2000,87398,
96,Subbaraman,Vijayalakshmi,Chess Player,India,43,Aries,March,25,1979,195965,
97,subashini,asokan,Instagram Star,Malaysia,32,Aries,April,17,1990,93693,
98,Subaruwrxfan,Subaruwrxfan,YouTube Star,United States,31,Cancer,July,8,1990,113265,
99,Subagio,Sastrowardoyo,Poet,India,,Aquarius,February,1,1924,203785,Jul 18
100,Sub,Triforifai,Rapper,Argentina,24,Scorpio,November,18,1997,166371,
101,Suavobby22,Suavobby22,TikTok Star,United States,20,Leo,August,8,2001,164750,
102,Suave,Pegues,TikTok Star, North Carolina ,26,Aquarius,January,29,1996,48745,
103,Suave,Puntiel,TikTok Star,Perth Amboy,21,Capricorn,January,10,2001,129601,
104,Suave,Pegues,TikTok Star,United States,26,Aquarius,January,29,1996,80179,
105,Suave_menteh,Suave_menteh,Instagram Star,United States,28,Taurus,April,30,1994,40832,
106,Suave,Jayy,YouTube Star, Florida ,21,Sagittarius,December,7,2000,34760,
107,Suad,Nasr,Movie Actress,Cairo,,Pisces,March,12,1953,54172,Jan 5
108,Su,Yung,Instagram Star,Greenville,28,Virgo,September,5,1993,76831,
109,Su-won,Jang,Pop Singer,South Korea,41,Cancer,July,16,1980,206124,
110,Su,Shi,Poet,China,,Capricorn,January,8,,38917,Aug 24
111,Su,Pollard,TV Actress,England,72,Scorpio,November,7,1949,69046,
112,Su,Minvv,Instagram Star,South Korea,20,Aquarius,January,27,2002,79249,
113,Su,Lu-wen,Martial Artist,Taiwan,41,Sagittarius,December,13,1980,198416,
114,Su-chin,Pak,Journalist,South Korea,45,Leo,August,15,1976,216739,
115,Su,Coskun,TV Actress,Istanbul,18,Aries,April,15,2004,14894,
116,STZx20,STZx20,YouTube Star,United States,23,Gemini,June,10,1998,210424,
117,Stza,Crack,Rock Singer, New York ,46,Pisces,March,4,1976,180924,
118,Styx,River,TikTok Star,United States,22,Scorpio,October,23,1999,69164,
119,stynrakos,stynrakos,TikTok Star,United States,18,Gemini,June,16,2003,154468,
120,Stylosa,Stylosa,YouTube Star,England,35,Pisces,February,24,1987,55375,
121,Stylo,G,Reggae Singer,Spanish Town,36,Cancer,July,16,1985,54635,
122,Stylez,Major,Rapper,Lacey,32,Gemini,June,19,1989,149264,
123,Styles,P.,Rapper,New York City,47,Sagittarius,November,28,1974,15663,
124,Style,Tonic,YouTube Star,France,24,Pisces,March,15,1998,71777,
125,STY,STY,Music Producer,Tokyo,41,Leo,August,19,1980,154704,
126,Stuy,Lewis,TikTok Star,Savannah,31,Cancer,July,12,1990,192747,
127,stux777,stux777,YouTube Star,Brazil,26,Sagittarius,December,8,1995,200169,
128,Sturmwaffel,Sturmwaffel,YouTube Star,Germany,30,Capricorn,January,7,1992,83220,
129,Sturgill,Simpson,Country Singer, Kentucky ,43,Gemini,June,8,1978,39739,
130,StupidMadWorld,StupidMadWorld,YouTube Star,Aktobe,32,Scorpio,October,31,1989,111898,
131,Stupidandstinky,Stupidandstinky,TikTok Star,United States,20,Sagittarius,December,16,2001,58360,
132,Stupid,Ratgirl,TikTok Star,United States,18,Libra,October,1,2003,29780,
133,Stunt,Taylor,Rapper, Illinois ,32,Leo,August,7,1989,111821,
134,Stunt,McLovin,Rapper,Savannah,27,Pisces,March,8,1995,211284,
135,Stephanie,Carina,YouTube Star, Pennsylvania ,24,Pisces,February,27,1998,58628,
136,Stunna,June,Rapper,Oakland,29,Taurus,May,7,1993,94403,
137,Stunna,Jit,Rapper,Delray Beach,21,Cancer,July,16,2000,53622,
138,Stunna,Girl,Rapper,Sacramento,23,Cancer,July,2,1998,9979,
139,Stunna,Gambino,Rapper,New York City,20,Libra,October,22,2001,18914,
140,Stunna,Vegas,Rapper, North Carolina ,26,Capricorn,January,1,1996,4442,
141,StunMic,StunMic,TikTok Star,United States,17,Gemini,June,7,2004,125113,
142,Stuffy,McInnis,Baseball Player, MA ,,Virgo,September,19,1890,136898,Feb 16
143,stuffbusy,stuffbusy,TikTok Star,Brazil,20,Gemini,June,16,2001,157198,
144,Stuff,Here,YouTube Star,United States,33,Aquarius,February,2,1989,65956,
145,Stuff,Does,Fashion Designer, Michigan ,26,Scorpio,November,10,1995,153644,
146,Stuey,Rock,Rapper,St. Louis,39,Libra,October,18,1982,70446,
147,Studytee,Studytee,YouTube Star,Norway,24,Leo,August,4,1997,33600,
148,Studyfairyy,Studyfairyy,TikTok Star,United States,16,Leo,July,31,2005,110991,
149,Study,Success,YouTube Star,United States,21,Leo,August,11,2000,14782,
150,Studs,Terkel,Non-Fiction Author,New York City,,Taurus,May,16,1912,105946,Oct 31
151,StudioFalcony,StudioFalcony,YouTube Star,Mexico,37,Taurus,May,12,1985,175762,
152,studioanna,studioanna,TikTok Star,United States,21,Capricorn,January,4,2001,137974,
153,Luka,Stuberi,YouTube Star,Serbia,12,Sagittarius,December,19,2009,88415,
154,Dusan,Stuberi,YouTube Star,Serbia,24,Virgo,September,11,1997,87199,
155,Stubby,Kaye,Movie Actor,New York City,,Scorpio,November,11,1918,98655,Dec 14
156,Stuart,Woods,Novelist, Georgia ,84,Capricorn,January,9,1938,143098,
157,Stuart,Wilson,Movie Actor,England,75,Capricorn,December,25,1946,83780,
158,Stuart,Wilde,Self-Help Author,England,,Libra,September,24,1946,197324,May 1
159,Stuart,Whitman,TV Actor,San Francisco,,Aquarius,February,1,1928,89700,Mar 16
160,Stuart,Wells,Movie Actor,England,39,Virgo,September,18,1982,161222,
161,Stuart,Weitzman,Fashion Designer, New York ,79,Cancer,July,1,1942,125444,
162,Stuart,Vevers,Fashion Designer,England,48,Scorpio,November,17,1973,181828,
163,Stuart,Varney,Journalist,England,72,Cancer,July,7,1949,133862,
164,Stuart,Umpleby,Computer Scientist, Illinois ,78,Pisces,March,5,1944,222658,
165,Stuart,Townsend,Movie Actor,Ireland,49,Sagittarius,December,15,1972,65310,
166,Stuart,Tomlinson,Soccer Player,Chester,36,Gemini,May,22,1985,198110,
167,Stuart,Sutcliffe,Guitarist,Edinburgh,,Cancer,June,23,1940,36492,Apr 10
168,Stuart,Stone,Voice Actor,Markham,40,Scorpio,November,17,1981,114624,
169,Stuart,Smith,Guitarist,England,65,Gemini,May,30,1956,159876,
170,Stuart,Semple,Painter,Bournemouth,41,Virgo,September,12,1980,170154,
171,Stuart,Scott,Sportscaster,Chicago,,Cancer,July,19,1965,37776,Jan 4
172,Stuart,Roosa,Astronaut,Durango,,Leo,August,16,1933,155576,Dec 12
173,Stuart,Reimers,TikTok Star,Los Angeles,18,Capricorn,January,13,2004,78057,
174,Stuart,Reardon,Rugby Player,England,40,Libra,October,13,1981,153300,
175,Stuart,Price,Film Producer,England,44,Virgo,September,9,1977,188780,
176,Stuart,Pearce,Soccer Coach,England,60,Taurus,April,24,1962,98676,
177,Stuart,Pankin,Movie Actor,Philadelphia,76,Aries,April,8,1946,120267,
178,Stuart,O'Grady,Cyclist,Australia,48,Leo,August,6,1973,206046,
179,Stuart,Murdoch,Pop Singer,Scotland,53,Virgo,August,25,1968,149711,
180,Stuart,McLean,Radio Host,Montreal,,Aries,April,19,1948,126777,Feb 15
181,Stuart,McCall,Soccer Player,Leeds,57,Gemini,June,10,1964,147082,
182,Stuart,Mathis,Guitarist, Tennessee ,62,Taurus,April,30,1960,193144,
183,Stuart,Martin,TV Actor,Scotland,36,Capricorn,January,8,1986,188918,
184,Stuart,Margolin,TV Actor, Iowa ,82,Aquarius,January,31,1940,127327,
185,Stuart,Manning,TV Actor,England,42,Gemini,May,27,1979,109086,
186,Stuart,Macrae,Soccer Player,India,,Sagittarius,December,7,1855,221268,Jan 27
187,Stuart,Mackey,TikTok Star,Ireland,28,Leo,August,21,1993,22401,
188,Stuart,Linder,Doctor, California ,57,Taurus,May,15,1965,85251,
189,Stuart,Laing,Soap Opera Actor,London,52,Sagittarius,November,28,1969,55481,
190,Stuart,Lafferty,TV Actor,Hemet,34,Libra,October,1,1987,126847,
191,Stuart,Humphryes,Multimedia Artist,Basingstoke,52,Sagittarius,December,10,1969,71613,
192,Stuart,Holden,Soccer Player,Scotland,36,Leo,August,1,1985,141910,
193,Stuart,Hogg,Rugby Player,Scotland,29,Cancer,June,24,1992,40745,
194,Stuart,Hamblen,Gospel Singer, Texas ,,Libra,October,20,1908,213443,Mar 8
195,Stuart,Hall,Novelist,Kingston,,Aquarius,February,3,1932,152860,Feb 10
196,Stuart,Gray,Basketball Player,Panama,58,Gemini,May,27,1963,162054,
197,Stuart,Gordon,Screenwriter, Illinois ,,Leo,August,11,1947,127633,Mar 24
198,Stuart,Gillard,Director,Canada,72,Taurus,April,28,1950,166022,
199,Stuart,Gibbs,Novelist,Philadelphia,52,Gemini,June,11,1969,29370,
200,Stuart,Freeborn,Makeup Artist,England,,Virgo,September,5,1914,202094,Feb 5
201,Stuart,Fleetwood,Soccer Player,Gloucester,36,Taurus,April,23,1986,222676,
202,Stuart,Fairchild,Baseball Player, Washington ,26,Pisces,March,17,1996,169392,
203,Stuart,Edge,YouTube Star, Utah ,33,Aries,March,27,1989,59773,
204,Stuart,Davis,Pop Artist, Pennsylvania ,,Sagittarius,December,7,1892,179874,Jun 24
205,Stuart,Damon,Soap Opera Actor,Brooklyn,,Aquarius,February,5,1937,95554,Jun 29
206,Stuart,Dallas,Soccer Player,Northern Ireland,31,Aries,April,19,1991,81081,
207,Stuart,Conquest,Chess Player,England,55,Pisces,March,1,1967,195248,
208,Stuart,Collin,Movie Actor,Shrewsbury,31,Libra,September,28,1990,207221,
209,Stuart,Clark,Cricket Player,Australia,46,Libra,September,28,1975,187735,
210,Stuart,Broad,Cricket Player,Nottingham,35,Cancer,June,24,1986,54714,
211,Stuart,Brazell,TV Show Host,Columbia,41,Taurus,April,22,1981,142711,
212,Stuart,Braithwaite,Guitarist,Scotland,46,Taurus,May,10,1976,197398,
213,Stuart,Beavon,Soccer Player,England,63,Sagittarius,November,30,1958,209704,
214,Stuggy,Stuggy,Instagram Star,England,33,Capricorn,January,10,1989,35980,
215,Stuart,Baker,Rapper,London,36,Pisces,March,12,1986,186674,
216,Stuart,Ashen,YouTube Star,Norwich,45,Sagittarius,December,16,1976,23867,
217,Stuart,Armstrong,Soccer Player,Scotland,30,Aries,March,30,1992,95573,
218,Stuart,Armour,TikTok Star,London,34,Aquarius,February,16,1988,20942,
219,Stuart,Appleby,Golfer,Australia,51,Taurus,May,1,1971,158994,
220,Stuart,Allan,Voice Actor,Reston,22,Sagittarius,November,28,1999,117050,
221,Stuart,Adamson,Guitarist,England,,Aries,April,11,1958,67868,Dec 16
222,Stu,Riley,Movie Actor, California ,58,Leo,August,19,1963,195521,
223,Stu,MacKenzie,Rock Singer,Melbourne,31,Scorpio,October,26,1990,39289,
224,Stu,Lantz,Sportscaster, Pennsylvania ,75,Cancer,July,13,1946,181402,
225,Stu,Hart,Wrestler,Saskatoon,,Taurus,May,3,1915,74872,Oct 16
226,Stu,Douglass,Basketball Player,Indianapolis,32,Aries,March,31,1990,209977,
227,Stu,Cook,Bassist,Oakland,77,Taurus,April,25,1945,56442,
228,Stuu,Stuu,YouTube Star,England,30,Capricorn,January,7,1992,18185,
229,Stu,Barnes,Hockey Player,Canada,51,Capricorn,December,25,1970,203190,
230,Stryker,Cat,Cat,United States,7,Libra,October,16,2014,191670,
231,Stryker,Cat,TikTok Star,United States,7,Libra,October,16,2014,180918,
232,strychniness,strychniness,TikTok Star,Brazil,22,Aries,April,13,2000,209888,
233,Strother,Martin,Movie Actor,Kokomo,,Aries,March,26,1919,142625,Aug 1
234,Strong,Vincent,Lawyer, Pennsylvania ,,Gemini,June,17,1837,145398,Jul 7
235,Stromae,Stromae,Rapper,Etterbeek,37,Pisces,March,12,1985,4663,
236,Strom,Thurmond,Politician,Edgefield,,Sagittarius,December,5,1902,57249,Jun 26
237,Stro,Stro,Director,Canada,32,Libra,October,14,1989,76270,
238,Stringfellow,Barr,Historian,Suffolk,,Capricorn,January,15,1897,156117,Feb 3
239,Stressmonster101,Stressmonster101,YouTube Star,England,35,Aries,April,10,1987,17713,
240,Stressi_depressi,Stressi_depressi,TikTok Star,United States,19,Gemini,June,6,2002,176864,
241,Strellakat,Strellakat,Instagram Star,United States,32,Aries,April,1,1990,68660,
242,Street,717,YouTube Star,United States,28,Pisces,February,23,1994,42204,
243,Street,Boochie,Rapper,Atlanta,33,Libra,October,6,1988,107168,
244,STREET,LIGHT,YouTube Star, Michigan ,30,Sagittarius,December,20,1991,65742,
245,Street,Bud,Rapper,Winston-Salem,17,Leo,July,30,2004,3752,
246,Strawhatdan,Strawhatdan,TikTok Star,United States,24,Aries,April,9,1998,19529,
247,Strawbys,Strawbys,Twitch Star,United States,23,Gemini,June,10,1998,12400,
248,strawberrytabby,strawberrytabby,TikTok Star,Hackensack,19,Scorpio,November,11,2002,90108,
249,strawberry.yuu,strawberry.yuu,Instagram Star,Germany,19,Virgo,September,2,2002,52635,
250,LoveLyzKelly,LoveLyzKelly,YouTube Star,United States,31,Gemini,June,1,1990,42455,
251,Straw,Straw,YouTube Star,Nepal,17,Scorpio,October,27,2004,16696,
252,Stratos,Antipariotis,R&B Singer,Athens,34,Leo,August,1,1987,155052,
253,Stratimir,Georgiev,Instagram Star,Bulgaria,28,Gemini,June,2,1993,104264,
254,Ashley,Strong,Instagram Star,Anchorage,30,Leo,August,5,1991,7447,
255,strangervinyl,strangervinyl,Instagram Star,United States,16,Gemini,June,6,2005,167984,
256,Strange,Aeons,YouTube Star,Canada,23,Scorpio,November,7,1998,12981,
257,Straingth,Straingth,TikTok Star, Michigan ,22,Leo,August,12,1999,161524,
258,StrainCentral,StrainCentral,YouTube Star,Tacoma,27,Taurus,May,1,1995,97422,
259,StraightUpKnives,StraightUpKnives,Twitch Star,United States,29,Cancer,June,29,1992,83336,
260,Stradman,Stradman,YouTube Star, Oregon ,33,Taurus,May,7,1989,6811,
261,Straalen,McCallum,Pop Singer,Australia,24,Sagittarius,December,1,1997,109457,
262,Stoyanka,Mutafova,Movie Actress,Sofia,,Aquarius,February,2,1922,118831,Dec 6
263,stoveraymond,stoveraymond,TikTok Star,United States,28,Cancer,July,2,1993,58985,
264,Stove's,Kitchen,YouTube Star, Indiana ,30,Leo,August,11,1991,3250,
265,Story,Musgrave,Astronaut,Boston,86,Leo,August,19,1935,127587,
266,Story,Jeter,Family Member,Miami,4,Leo,August,17,2017,148890,
267,Stormzy,Stormzy,Rapper,Croydon,28,Leo,July,26,1993,2074,
268,StormyRabbits,StormyRabbits,YouTube Star,United States,21,Gemini,June,16,2000,57397,
269,Stormy,Wellington,Entrepreneur, New York ,42,Pisces,February,21,1980,35439,
270,Stormy,Ent,TV Actress,Canada,30,Gemini,June,1,1991,102729,
271,StormXF3,StormXF3,YouTube Star,France,26,Taurus,May,16,1996,83152,
272,Stormin,MC,Drummer,London,,Aquarius,February,15,1985,77323,Feb 19
273,Stormiimichelle,Stormiimichelle,Instagram Star,Port Arthur,32,Capricorn,December,25,1989,34944,
274,Stormigee,Stormigee,TikTok Star,United States,25,Cancer,July,3,1996,27081,
275,Stormie,Omartian,Religious Author, TN ,79,Virgo,September,16,1942,154502,
276,Stormie,Lynch,Instagram Star,Littleton,54,Virgo,August,23,1967,14208,
277,Stormie,Goldsmith,Instagram Star,Austin,17,Capricorn,January,7,2005,7635,
278,Stormi,Webster,Family Member,Los Angeles,4,Aquarius,February,1,2018,175,
279,Stormi,Henley,Model, TN ,31,Sagittarius,December,6,1990,7820,
280,Stormi,Alvarado,TV Actress,United States,26,Gemini,June,6,1995,47540,
281,Storm,Uechtritz,TV Producer,Australia,40,Scorpio,October,26,1981,149877,
282,Storm,Reid,Movie Actress,Atlanta,18,Cancer,July,1,2003,1670,
283,Storm,Nyx,TikTok Star, Georgia ,29,Aquarius,February,14,1993,221665,
284,Storm,Kay,Instagram Star,Australia,23,Capricorn,January,10,1999,88464,
285,Storm,Gardner,Pop Singer,Scotland,49,Pisces,February,20,1973,126816,
286,Storm,Davis,Baseball Player, Texas ,60,Capricorn,December,26,1961,150437,
287,Storm,Calysta,Pop Singer,Elgin,29,Pisces,February,23,1993,146671,
288,Storm,Storm,YouTube Star, California ,25,Taurus,April,30,1997,107972,
289,Vigleik,Storaas,Pianist,Norway,59,Aquarius,February,2,1963,203794,
290,Stopjavon,Stopjavon,TikTok Star,United States,20,Aquarius,February,13,2002,96956,
291,Stopde,Stopde,YouTube Star,Canada,33,Aquarius,January,31,1989,55333,
292,Stop,Life,YouTube Star,United States,31,Aquarius,February,3,1991,69437,
293,Stony,Blyden,Movie Actor,Reykjavik,29,Pisces,March,9,1993,13328,
294,Stony,Perez,Instagram Star,France,24,Aquarius,February,17,1998,52571,
295,Stony,Ley,TikTok Star,Vietnam,33,Cancer,July,12,1988,141757,
296,Stony,Boy,Rapper,London,36,Taurus,April,24,1986,174550,
297,Stoney3553,Stoney3553,TikTok Star,United States,19,Gemini,June,5,2002,206395,
298,Stoney,Westmoreland,TV Actor,United States,52,Pisces,March,18,1970,34408,
299,Stoney,Cooper,Country Singer, WV ,,Libra,October,16,1918,150651,Mar 22
300,Thomas,Jackson,War Hero, WV ,,Aquarius,January,21,1824,31716,May 10
301,stoner_dottie,stoner_dottie,Instagram Star,United States,32,Cancer,July,5,1989,175500,
302,Stonemountain64,Stonemountain64,YouTube Star,United States,29,Gemini,May,22,1992,49496,
303,Stonejensen18,Stonejensen18,TikTok Star,United States,21,Capricorn,December,29,2000,206274,
304,StonefoxMedia,StonefoxMedia,YouTube Star,United States,39,Sagittarius,December,21,1982,219308,
305,Stonebwoy,Stonebwoy,World Music Singer,Ghana,34,Pisces,March,5,1988,49184,
306,Stonebank,Stonebank,Music Producer,Birmingham,31,Sagittarius,December,17,1990,134789,
307,Stone,Wilson,YouTube Star,United States,25,Leo,August,17,1996,98292,
308,Stone,Phillips,Journalist,Texas City,67,Sagittarius,December,2,1954,137332,
309,Stone,Martin,Reality Star,Nashville,23,Aquarius,February,18,1999,36141,
310,Stone,Gossard,Guitarist,Seattle,55,Cancer,July,20,1966,59406,
311,Stone,Austin,Wrestler,Austin,57,Sagittarius,December,18,1964,3176,
312,Stondie,Stondie,YouTube Star,Salisbury,28,Libra,October,12,1993,47700,
313,Stomedy,Stomedy,YouTube Star,Jacksonville,33,Aries,April,14,1989,13132,
314,Stokley,Williams,R&B Singer,Saint Paul,54,Cancer,July,15,1967,49407,
315,Stokely,Carmichael,Civil Rights Leader,Trinidad And Tobago,,Cancer,June,29,1941,79119,Nov 15
316,Stoja,Novakovic,World Music Singer,Serbia,49,Gemini,June,4,1972,114443,
317,Stoffel,Vandoorne,Race Car Driver,Kortrijk,30,Aries,March,26,1992,47470,
318,Stockard,Channing,Movie Actress,New York City,78,Aquarius,February,13,1944,24288,
319,Stjepan,Planic,Architect,Croatia,,Capricorn,December,27,1900,222198,Dec 26
320,Stjepan,Mesic,Politician,Croatia,87,Capricorn,December,24,1934,179208,
321,Stjepan,Hauser,Cellist,Croatia,35,Gemini,June,15,1986,51322,
322,Stix,Hooper,Drummer,Houston,83,Leo,August,15,1938,137738,
323,Stiward,Quiroga,TikTok Star,Colombia,19,Aries,April,5,2003,47744,
324,STIVENELVRO,STIVENELVRO,YouTube Star,Colombia,22,Leo,August,19,1999,91734,
325,Stiven,Mendoza,Soccer Player,Palmira,29,Cancer,June,27,1992,78556,
326,Stiv,Bators,Guitarist, Ohio ,,Libra,October,22,1949,161402,Jun 3
327,Stitches,Stitches,Rapper,Miami,26,Gemini,June,17,1995,13371,
328,Stirling,Silliphant,Screenwriter, Michigan ,,Capricorn,January,16,1918,200230,Apr 26
329,Stirling,Moss,Race Car Driver,England,,Virgo,September,17,1929,63540,Apr 12
330,Stirling,Mortlock,Rugby Player,Sydney,45,Taurus,May,20,1977,192788,
