,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE
74,Ashley,Valenzuela,Instagram Star,San Diego,31,Aquarius,February,17,1991,124989,
75,Ashley,Valdez,TikTok Star,United States,23,Leo,August,19,1998,59838,
76,Ashley,Trowers,Reality Star, New York ,22,Cancer,June,29,1999,85823,
77,Ashley,Trinh,TikTok Star,United States,16,Gemini,June,4,2005,39113,
78,Ashley,Torres,Blogger, California ,36,Aquarius,February,3,1986,76453,
79,Ashley,Tisdale,TV Actress, NJ ,36,Cancer,July,2,1985,919,
80,Ashley,Tipton,Fashion Designer,San Diego,30,Cancer,June,25,1991,108325,
81,Ashley,Thompson,Pop Singer, Mississippi ,41,Sagittarius,December,2,1980,87601,
82,Ashley,Thompson,Instagram Star,United States,23,Taurus,May,19,1999,107234,
83,Bashy,Bashy,Rapper,England,37,Aquarius,February,4,1985,77510,
84,Ashley,Mogul,TikTok Star,Elizabeth City,25,Cancer,July,18,1996,107425,
85,Ashley,Tesoro,TV Actress,Iowa City,39,Aquarius,February,15,1983,161991,
86,Ashley,Tervort,YouTube Star,United States,22,Leo,August,10,1999,35480,
87,Ashley,Terrell,Reality Star,Jacksonville,26,Aries,April,5,1996,50304,
88,Ashley,Surcombe,YouTube Star,Cyprus,26,Pisces,March,6,1996,8275,
89,Ashley,Summer,Instagram Star,United States,23,Sagittarius,November,22,1998,99979,
90,Ashley,Stroh,TikTok Star,United States,34,Libra,October,11,1987,160735,
91,Ashley,Stock,Blogger, California ,38,Aquarius,February,13,1984,72934,
92,Ashley,Stobbart,YouTube Star,Canada,41,Cancer,July,17,1980,173141,
93,Ashley,Spivey,Reality Star, New York ,37,Scorpio,November,7,1984,137193,
94,Ashley,Spencer,Stage Actress,Canton,37,Pisces,March,8,1985,41290,
95,Ashlay,Soto,TikTok Star,Irving,32,Taurus,May,1,1990,1865,
96,Ashley,Soto,Bodybuilder, North Carolina ,31,Libra,October,18,1990,15565,
97,Ashley,Sonlin,TikTok Star,United States,28,Gemini,May,30,1993,168325,
98,Ashley,Smith,Model, Texas ,31,Sagittarius,November,26,1990,40171,
99,Ashley,Smith,YouTube Star,United States,28,Cancer,July,13,1993,41527,
100,Ashley,Slimeyoda,Instagram Star,United States,19,Virgo,September,2,2002,53702,
101,Ashley,Slater,Trombone Player,Canada,61,Taurus,April,20,1961,105291,
102,Ashley,Slanina-davies,Soap Opera Actress,England,32,Sagittarius,December,18,1989,117254,
103,Ashley,Slack,Family Member,United States,33,Pisces,March,7,1989,130779,
104,Ashley,Sky,Model, Florida ,30,Sagittarius,November,26,1991,67028,
105,Ashley,Siren,Instagram Star,United States,25,Aries,March,28,1997,43892,
106,Ashley,Chea,Instagram Star,United States,37,Capricorn,December,27,1984,176895,
107,Ashley,Shortino,TikTok Star,United States,21,Scorpio,October,24,2000,12321,
108,Ashley,Settingiano,YouTube Star,Canada,26,Cancer,July,17,1995,178338,
109,Ashley,Sellers,YouTube Star,Glasgow,27,Libra,October,4,1994,150147,
110,Ashley,SeeYaReelSoon,YouTube Star, Massachusetts ,33,Leo,August,7,1988,167322,
111,Ashley,Seely,YouTube Star,United States,32,Aquarius,February,9,1990,78325,
112,Ashley,Seamour,TikTok Star, Ohio ,20,Pisces,February,21,2002,138311,
113,Ashley,Scott,TV Actress,Metairie,44,Cancer,July,13,1977,45354,
114,Ashley,Schultz,Pop Singer,Salem,34,Leo,August,1,1987,64804,
115,Ashley,Schmidt,YouTube Star, Ohio ,25,Pisces,March,17,1997,21127,
116,Ashley,Sayer,Instagram Star,Australia,27,Virgo,September,10,1994,202551,
117,Ashley,Sarmiento,TV Actress,Philippines,15,Capricorn,January,13,2007,5967,
118,Ashley,Santangelo,TikTok Star,United States,20,Pisces,March,2,2002,171626,
119,Ashley,Sander,YouTube Star,Honolulu,34,Virgo,September,2,1987,75080,
120,Ashley,Sanchez,Soccer Player, California ,23,Pisces,March,16,1999,44499,
121,Ashley,Salter,Reality Star, New York ,32,Taurus,May,15,1990,73625,
122,Ashley,Salazar,Reality Star, Texas ,30,Sagittarius,December,1,1991,114157,
123,Ashley,Ruth,Fitness Instructor, Texas ,36,Aries,March,26,1986,183040,
124,Ashley,Russell,Model, Indiana ,42,Pisces,March,14,1980,143464,
125,Ashley,Royer,Young Adult Author,United States,23,Virgo,September,6,1998,131681,
126,Ashley,Rossi,Instagram Star, Pennsylvania ,27,Sagittarius,December,14,1994,113727,
127,Ashley,Ross,Reality Star,Atlanta,,Libra,October,16,1985,9219,Apr 27
128,Ashley,Rosales,Instagram Star, Ohio ,35,Aries,April,8,1987,41272,
129,Ashley,Roque,YouTube Star,Dominican Republic,22,Virgo,August,25,1999,84079,
130,Ashley,Rodriguez,TikTok Star,United States,29,Sagittarius,November,25,1992,91572,
131,Ashley,Robertson,Blogger,Dallas,35,Pisces,March,10,1987,45694,
132,Ashley,Roberts,Pop Singer,Phoenix,40,Virgo,September,14,1981,9878,
133,Ashley,Roberts,Reality Star,Las Vegas,32,Sagittarius,November,23,1989,31023,
134,Ashley,Rivera,YouTube Star,Los Angeles,30,Aries,April,19,1992,38124,
135,Ashley,Rivera,YouTube Star,Las Vegas,21,Cancer,July,7,2000,46024,
136,Ashley,Rivera,DJ,Manila,30,Aries,April,19,1992,145891,
137,Ashley,Rickards,TV Actress,Sarasota,30,Taurus,May,4,1992,25903,
138,Ashley,Richardson,Model, Massachusetts ,56,Cancer,June,27,1965,154641,
139,Jazz,Richards,Soccer Player,Swansea,31,Aries,April,12,1991,121283,
140,Ashley,Reyes,TV Actress, New York ,27,Taurus,April,24,1995,90103,
141,Ashley,Resch,Model,Canada,26,Taurus,April,26,1996,73495,
142,Ashley,Renne,Blogger,Atlanta,36,Pisces,March,10,1986,101427,
143,Ashley,Renee,Instagram Star, Ohio ,22,Cancer,July,6,1999,96934,
144,Ashley,Regeling,TikTok Star,Netherlands,19,Aries,April,4,2003,43941,
145,Ashley,Reeves,Blogger,United States,38,Sagittarius,December,2,1983,89585,
146,Ashley,Ray,Country Singer,United States,38,Sagittarius,December,14,1983,78444,
147,Ashley,Ramirez,TikTok Star,Reynosa,18,Taurus,April,28,2004,196933,
148,Ashley,Fongho,R&B Singer,Watford,29,Virgo,September,1,1992,38844,
149,Ashley,Ridge,YouTube Star, Hawaii ,24,Aries,March,30,1998,20812,
150,Ashley,Quiroz,YouTube Star,United States,27,Aquarius,January,27,1995,49143,
151,Ashley,Purdy,Bassist, MO ,43,Aquarius,January,28,1979,5509,
152,Ashley,Pox,TikTok Star,United States,17,Aquarius,February,1,2005,67137,
153,Ashley,Potter,Family Member,Gilroy,22,Pisces,March,2,2000,88195,
154,Ashley,Pickl,Instagram Star,United States,19,Sagittarius,November,26,2002,32056,
155,Ashley,Pickens,Reality Star,Chicago,35,Capricorn,December,26,1986,98428,
156,Ashley,Petta,Reality Star,United States,34,Gemini,May,27,1987,89874,
157,Ashley,Perkins,YouTube Star,United States,26,Aquarius,February,9,1996,10698,
158,Ashley,Pereira,TikTok Star, Florida ,21,Aquarius,February,1,2001,197865,
159,Ashley,Pena,Instagram Star, Florida ,27,Pisces,March,12,1995,119156,
160,Ashley,Peldon,Soap Opera Actress,New York City,38,Aries,April,2,1984,62154,
161,Ashley,Patching,YouTube Star, Washington ,28,Capricorn,January,18,1994,170384,
162,Ashley,Park,Stage Actress, California ,30,Gemini,June,6,1991,16794,
163,Ashley,Paramore,YouTube Star,United States,36,Aquarius,February,13,1986,218004,
164,Ashley,Palomino,TikTok Star, Florida ,28,Gemini,June,16,1993,27843,
165,Ashley,Paguyo,Instagram Star,Minneapolis,35,Taurus,April,23,1987,45045,
166,Ashley,Osborn,Photographer,United States,30,Aries,March,31,1992,88222,
167,Ashley,Ortiz,Instagram Star,United States,28,Aries,March,26,1994,52462,
168,Ashley,Ortega,TV Actress,Philippines,23,Capricorn,December,26,1998,17461,
169,Ashley,Ortega,YouTube Star,United States,25,Aquarius,February,9,1997,5670,
170,Ashley,Orr,TV Actress,Denville,31,Scorpio,November,11,1990,61378,
171,Ashley,Arévalo,Instagram Star,Colombia,24,Gemini,May,24,1997,155998,
172,Ashley,Olsen,TV Actress,Los Angeles,35,Gemini,June,13,1986,1022,
173,Ashley,Nurse,Cricket Player,Barbados,33,Capricorn,December,22,1988,193266,
174,Ashley,North,Reality Star,Oakland,39,Leo,July,27,1982,82907,
175,Ashley,Nordman,Bodybuilder,Chicago,29,Cancer,July,1,1992,130227,
176,Ashley,Nolan,Reality Star,United States,30,Virgo,September,16,1991,124001,
177,Ashley,Nocera,Model,United States,27,Leo,August,15,1994,5511,
178,Ashley,Nicole,Pop Singer,Orlando,22,Sagittarius,December,5,1999,78347,
179,Ashley,C,Instagram Star,Canada,34,Gemini,May,25,1987,47582,
180,Ashley,Black,Comedian,Los Angeles,36,Gemini,June,15,1985,138680,
181,Ashley,Nichols,YouTube Star,New Orleans,37,Scorpio,November,14,1984,60710,
182,Ashley,Nichole,YouTube Star,Riverside,32,Capricorn,December,25,1989,1484,
183,Ashley,Newman,TikTok Star,Dallas,20,Scorpio,November,7,2001,1726,
184,Ashley,Newbrough,TV Actress,Newport,34,Libra,October,13,1987,66539,
185,Ashley,Nelson,YouTube Star,United States,34,Scorpio,November,17,1987,112356,
186,Ashley,Nelson,TikTok Star, New York ,31,Aquarius,February,18,1991,121030,
187,Ashley,Mulheron,Movie Actress,Scotland,36,Aquarius,February,8,1986,163206,
188,Ashley,Mova,TV Show Host,Los Angeles,32,Pisces,March,7,1990,73799,
189,Ashley,Mouque,Instagram Star,Mexico,24,Cancer,June,22,1997,197740,
190,Ashley,Moss,Family Member, Washington ,34,Taurus,April,22,1988,75886,
191,Ashley,Grace,Pop Singer,Lake Charles,35,Aquarius,January,27,1987,84745,
192,Ashley,Morton,TikTok Star,England,19,Pisces,February,28,2003,50743,
193,Ashley,Morrison,Sportscaster,England,57,Cancer,June,23,1964,168704,
194,Ashley,Morrison,TikTok Star,United States,30,Aquarius,February,18,1992,110675,
195,Ashley,Morris,TV Actress,San Antonio,38,Libra,October,14,1983,98765,
196,Ashley,Mora,Reality Star,Albuquerque,30,Sagittarius,December,4,1991,142528,
197,Ashley,Moore,Model,Oceanside,28,Cancer,July,15,1993,16326,
198,Ashley,Montero,TikTok Star,Dominican Republic,22,Gemini,June,19,1999,71651,
199,Ashley,Monroe,Country Singer,Knoxville,35,Virgo,September,10,1986,48165,
200,Ashley,Molina,Model,Brooklyn,28,Aquarius,January,27,1994,96694,
201,Ashley,Miller,Soccer Player,England,27,Virgo,September,8,1994,88762,
202,Ashley,Suarez,TikTok Star,Naples,19,Pisces,February,19,2003,53822,
203,Ashley,Michaelsen,Fashion Designer,Rochester,35,Taurus,May,12,1987,181073,
204,Ashley,Meza,YouTube Star,Dallas,33,Aries,April,2,1989,160451,
205,Ashley,Mescia,YouTube Star,Australia,22,Pisces,March,9,2000,15076,
206,Ashley,Mercer,Reality Star, Kansas ,26,Taurus,April,29,1996,135008,
207,Ashley,Medina,TikTok Star,United States,25,Sagittarius,December,16,1996,167096,
208,Ashley,McNeely,Reality Star,Beckley,,Scorpio,November,5,1981,204926,May 2
209,Ashley,Mcmullen,Tattoo Artist,Saratoga Springs,35,Pisces,February,23,1987,51948,
210,Ashley,McKenzie,Martial Artist,England,32,Cancer,July,17,1989,96717,
211,Ashley,McFarland,Instagram Star,United States,33,Sagittarius,December,10,1988,191087,
212,Ashley,McBryde,Country Singer, Arkansas ,38,Leo,July,29,1983,28706,
213,Ashley,May,YouTube Star,United States,27,Taurus,May,16,1995,18523,
214,Ashley,Matsunami,YouTube Star, Hawaii ,29,Capricorn,December,29,1992,119337,
215,Ashley,Matheson,TikTok Star,Ottawa,20,Leo,July,24,2001,9474,
216,Ashley,Massaro,Wrestler, NY ,,Gemini,May,26,1979,18974,May 16
217,Ashley,Mary,Illustrator, Minnesota ,37,Libra,October,21,1984,189338,
218,Ashley,Nunes,Movie Actress, CA ,39,Scorpio,November,21,1982,206802,
219,Ashley,Martson,Reality Star,United States,36,Taurus,May,2,1986,88367,
220,Ashley,Martinez,R&B Singer,Toronto,29,Aries,March,28,1993,76769,
221,Ashley,Martelle,Instagram Star,United States,26,Cancer,June,29,1995,39487,
222,Ashley,Marquez,Blogger,United States,32,Gemini,June,20,1989,212737,
223,Ashley,Marina,Pop Singer,Pittsburgh,13,Gemini,June,17,2008,35613,
224,Ashley,ASMR,YouTube Star, California ,26,Virgo,September,19,1995,24780,
225,Ash,Hardell,YouTube Star, Minnesota ,30,Aquarius,February,4,1992,11809,
226,Ashley,Mallett,Cricket Player,Sydney,,Cancer,July,13,1945,183986,Oct 28
227,Ashley,Madekwe,TV Actress,England,40,Sagittarius,December,6,1981,42404,
228,Ashley,Lupo,YouTube Star, California ,25,Sagittarius,December,16,1996,68885,
229,Ashley,Lucero,Instagram Star,United States,28,Sagittarius,November,23,1993,111625,
230,Ashley,Lovelace,Instagram Star,Abington,,Scorpio,November,7,2002,1975,Jan 21
231,Ashley,Loren,Pop Singer, New Jersey ,33,Cancer,July,12,1988,44235,
232,Ashley,Longshore,Pop Artist,Montgomery,46,Leo,August,19,1975,146127,
233,Ashley,Lobo,Dancer,India,55,Pisces,March,18,1967,102829,
234,Ashley,Lisette,TikTok Star,United States,18,Gemini,June,3,2003,70036,
235,Ashley,Lilley,Movie Actress,Scotland,36,Capricorn,January,19,1986,80410,
236,Ashley,Liao,TV Actress, California ,20,Libra,October,21,2001,9171,
237,Ashley,Lew,Dancer, California ,18,Cancer,July,14,2003,91726,
238,Ashley,Lemieux,Instagram Star,United States,35,Capricorn,January,17,1987,41126,
239,Ashley,Leggat,TV Actress,Hamilton,35,Libra,September,26,1986,18093,
240,Ashley,Lawrence,Soccer Player,Toronto,26,Gemini,June,11,1995,87568,
241,Ashley,Laurence,Movie Actress,Los Angeles,55,Gemini,May,28,1966,79703,
242,Ashley,Lastovica,Blogger, California ,38,Virgo,August,23,1983,178119,
243,Ashley,Kutcher,Pop Singer,Baltimore,23,Virgo,September,20,1998,33536,
244,Ashley,Kolfage,TikTok Star,United States,36,Virgo,September,16,1985,119742,
245,Ashley,Klaty,YouTube Star,United States,30,Pisces,March,18,1992,59091,
246,Ashley,Kirk,TikTok Star, Vermont ,31,Capricorn,January,16,1991,40144,
247,Ashley,King,Reality Star,United States,32,Leo,July,23,1989,33932,
248,Ashley,Keno,TikTok Star,Ireland,18,Cancer,June,23,2003,30628,
249,Ashley,Kelsey,Reality Star,United States,35,Leo,August,3,1986,16396,
250,Ashley,Kelley,TV Actress,New York City,34,Libra,October,16,1987,148838,
251,Ashley,Kehoe,Blogger,Dublin,28,Libra,October,10,1993,159299,
252,Ashley,Kavuma,Dancer,Uganda,11,Libra,September,26,2010,106604,
253,Ashley,Kaufmann,Family Member, Montana ,26,Cancer,June,30,1995,174175,
254,Ashley,Kan,Twitch Star,Toronto,29,Aries,March,21,1993,144966,
255,Ashley,Kaltwasser,Bodybuilder,Akron,33,Sagittarius,November,22,1988,27927,
256,Ashley,Julietta,TikTok Star,United States,22,Gemini,June,20,1999,192543,
257,Ashley,Judd,Movie Actress,Los Angeles,54,Aries,April,19,1968,5346,
258,Ashley,Jordyn,TV Actress,United States,34,Sagittarius,December,17,1987,92127,
259,Ashley,Jones,TV Actress,Memphis,45,Virgo,September,3,1976,33637,
260,Ashley,Jones,Reality Star,United States,25,Aries,March,28,1997,27609,
261,Ashley,Joi,Instagram Star,Apple Valley,34,Libra,September,30,1987,144163,
262,Ashley,Johnston,TikTok Star,Canada,25,Gemini,June,14,1996,89087,
263,Ashley,Johnson,TV Actress,Camarillo,38,Leo,August,9,1983,10683,
264,Ashley,Jensen,TV Actress,Scotland,52,Leo,August,11,1969,43782,
265,Ashley,Jenkins,YouTube Star, Texas ,40,Taurus,May,3,1982,56012,
266,Ashley,Jenelle,Bodybuilder,Dallas,38,Sagittarius,November,30,1983,209513,
267,Ashley,Jay,Family Member,Weston,33,Pisces,March,20,1989,125878,
268,Ashley,Janey,TikTok Star, California ,24,Sagittarius,December,4,1997,155669,
269,Ashley,James,Reality Star,England,35,Aries,April,2,1987,30420,
270,Ashley,James,TikTok Star,United States,22,Sagittarius,December,2,1999,173083,
271,Ashley,Stern,Family Member,Long Island,29,Aquarius,January,24,1993,174166,
272,Ashley,Jacobs,Reality Star,Santa Barbara,37,Sagittarius,December,1,1984,71143,
273,Ashley,Jackson,Field Hockey Player,England,34,Virgo,August,27,1987,92541,
274,Ashley,Irvin,Reality Star,Australia,33,Aquarius,January,23,1989,108133,
275,Ashley,Ippolito,YouTube Star,United States,25,Scorpio,November,5,1996,10664,
276,Ashley,Ienco,Reality Star,England,30,Sagittarius,December,18,1991,171229,
277,Ashley,Iaconetti,Reality Star, Virginia ,34,Pisces,March,6,1988,17634,
278,Ashlili,Ashlili,YouTube Star,United States,19,Scorpio,October,31,2002,14580,
279,Ashley,Hupp,TikTok Star,United States,30,Sagittarius,November,27,1991,100069,
280,Ashley,Howell,TikTok Star,United States,22,Sagittarius,December,2,1999,183643,
281,Ashley,Hosbach,Reality Star,United States,47,Sagittarius,December,13,1974,7840,
282,Ashley,Horner,Fitness Instructor,United States,38,Pisces,February,22,1984,128173,
283,Ashley,Horne,YouTube Star,England,33,Capricorn,January,4,1989,91363,
284,Ashley,Hood,Race Car Driver,Yorba Linda,39,Sagittarius,November,29,1982,95002,
285,Ashley,Holt,Chef, Georgia ,34,Leo,August,11,1987,57541,
286,Ashley,Holm,Makeup Artist,United States,32,Scorpio,November,3,1989,49942,
287,Ashley,Holliday,TV Actress,Burbank,36,Virgo,September,1,1985,167131,
288,Ashley,Hoffmann,Bodybuilder,Milwaukee,34,Aquarius,January,31,1988,150753,
289,Ashley,Hodges,Instagram Star,United States,26,Gemini,May,26,1995,158116,
290,Ashley,Hinshaw,Model, IN ,33,Sagittarius,December,11,1988,65900,
291,Ashley,Hesseltine,Comedian,United States,38,Cancer,July,9,1983,29002,
292,Ashley,Hess,Pop Singer,United States,31,Aries,March,22,1991,70880,
293,Ashley,Hernandez,Dancer,United States,26,Sagittarius,December,6,1995,97262,
294,Ashley,Henderson,Instagram Star, Pennsylvania ,33,Sagittarius,November,30,1988,174420,
295,Ashley,Hebert,Reality Star, Maine ,37,Aries,April,14,1985,65845,
296,Ashley,Hayes,YouTube Star,United States,35,Pisces,March,12,1987,90339,
297,Ashley,Hartig,TikTok Star, Kansas ,26,Aquarius,February,17,1996,32532,
298,Ashley,Hart,YouTube Star,United States,20,Aries,March,27,2002,99067,
299,Ashley,Harrison,Rugby Player,Australia,41,Taurus,May,18,1981,109061,
300,Ashley,Harris,Soccer Player,England,28,Sagittarius,December,9,1993,116361,
301,Ashley,Harkleroad,Tennis Player, Georgia ,37,Taurus,May,2,1985,141500,
302,Ashley,Hampton,YouTube Star,Boca Raton,26,Sagittarius,December,19,1995,179020,
303,Ashley,Hamilton,TV Actor,Los Angeles,47,Libra,September,30,1974,91500,
304,Ashley,Hall,Reality Star,San Marcos,29,Aquarius,January,29,1993,20528,
305,Ashley,Hall,Instagram Star,The Bronx,31,Pisces,February,20,1991,21445,
306,Ashley,Hale,Model,Atlanta,35,Capricorn,January,19,1987,161884,
307,Ashley,Haas,Model, New Jersey ,32,Virgo,September,6,1989,81530,
308,Ashley,Guijt,TikTok Star,Netherlands,25,Libra,October,18,1996,59597,
309,Ashley,Grimes,Soccer Player,England,35,Sagittarius,December,9,1986,199367,
310,Ashley,Greene,Movie Actress,Jacksonville,35,Pisces,February,21,1987,5093,
311,Ashley,Greene,Pop Singer,San Diego,21,Aries,April,4,2001,102564,
312,Ashley,Graves,Model,Seattle,26,Aquarius,February,1,1996,65941,
313,Ashley,Graham,Model,Lincoln,34,Scorpio,October,30,1987,4276,
314,Ashley,Gossett,TikTok Star,United States,23,Virgo,September,7,1998,108803,
315,Ashley,Gosiengfiao,Model,Quezon City,32,Sagittarius,December,13,1989,39927,
316,Ashley,Gonzales,Dancer, California ,30,Leo,August,3,1991,75397,
317,Ashley,Gold,Reality Star, Michigan ,44,Capricorn,January,7,1978,30132,
318,Ashley,Glazebrook,Dancer,London,31,Aries,March,28,1991,32914,
319,Ashley,Giles,Cricket Player,England,49,Pisces,March,19,1973,135921,
320,Ashley,Gerasimovich,Movie Actress,New York City,18,Aquarius,February,1,2004,54897,
321,Ashley,Gearing,Country Singer,Springfield,31,Taurus,May,15,1991,134832,
322,Ashley,Garner,TikTok Star,United States,37,Taurus,May,9,1985,105442,
323,Ashley,Gardner,Reality Star, Utah ,34,Cancer,July,20,1987,21363,
324,Ashley,Garcia,Instagram Star,Philippines,24,Aries,April,11,1998,5156,
325,Ashley,Ganger,TV Actress,Brampton,21,Scorpio,November,8,2000,118137,
326,Ashley,Galvin,Instagram Star,United States,37,Libra,October,22,1984,100850,
327,Ashley,Galindo,TikTok Star,Midland,17,Libra,October,6,2004,219562,
328,Halsey,Halsey,Pop Singer, NJ ,27,Libra,September,29,1994,380,
329,Ashley,Ford,Journalist,United States,35,Capricorn,January,7,1987,148763,
330,Ashley,Footer,TikTok Star,United States,29,Sagittarius,November,27,1992,12526,
331,Ashley,Flowers,Podcast Host,South Bend,32,Sagittarius,December,19,1989,51419,
332,Ashley,Flores,YouTube Star,Canada,27,Aquarius,February,15,1995,40931,
333,Ashley,Flores,Fitness Instructor,United States,27,Pisces,March,20,1995,120260,
