,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE
227,Kevin,Grevioux,Movie Actor,Chicago,54,Scorpio,November,1,1967,165536,
228,Kevin,Greutert,Director, California ,57,Aries,March,31,1965,210280,
229,Kevin,Greene,Football Player, New York ,,Leo,July,31,1962,65786,Dec 21
230,Kevin,Greenaugh,Engineer,England,66,Taurus,May,15,1956,179038,
231,Kevin,Grd,TikTok Star,France,25,Virgo,September,6,1996,161676,
232,Kevin,Gray,Stage Actor, Connecticut ,,Pisces,February,25,1958,171317,Feb 11
233,Kevin,Grady,Football Player, Michigan ,35,Cancer,June,24,1986,187327,
234,Kevin,Godley,Director,England,76,Libra,October,7,1945,175583,
235,Kevin,Glenn,Football Player,Detroit,42,Gemini,June,12,1979,131377,
236,Kevin,Gilbride,Football Coach, Connecticut ,70,Virgo,August,27,1951,187186,
237,Kevin,Ghost,Metal Singer, California ,32,Capricorn,January,9,1990,22680,
238,Kevin,Geyer,Guitarist, California ,30,Capricorn,December,28,1991,83776,
239,Kevin,Gausman,Baseball Player, Colorado ,31,Capricorn,January,6,1991,98623,
240,Kevin,Gates,Rapper,Baton Rouge,36,Aquarius,February,5,1986,1514,
241,Kevin,Garrett,R&B Singer, Pennsylvania ,31,Aries,March,25,1991,35658,
242,Kevin,Garnett,Basketball Player,Greenville,46,Taurus,May,19,1976,8769,
243,Kevin,Garcia,TikTok Star,United States,21,Cancer,June,27,2000,138449,
244,Kevin,Garattoni,YouTube Star,France,41,Taurus,May,10,1981,127401,
245,Kevin,Gameiro,Soccer Player,France,35,Taurus,May,9,1987,120584,
246,Kevin,Gallen,Soccer Player,England,46,Virgo,September,21,1975,179965,
247,Kevin,Gage,Movie Actor, Wisconsin ,62,Gemini,May,26,1959,158744,
248,Kevin,Frey,Dancer,United States,31,Gemini,May,23,1990,142548,
249,Kevin,Fret,Rapper, Puerto Rico ,,Gemini,June,11,1994,31799,Jan 10
250,KevOnStage,KevOnStage,YouTube Star, Texas ,39,Taurus,May,1,1983,10617,
251,Kevin,Frazier,Sportscaster, Maryland ,58,Taurus,May,20,1964,31191,
252,Kevin,Frankish,TV Show Host,Canada,58,Pisces,March,4,1964,149935,
253,Kevin,Franke,YouTube Star,United States,43,Libra,October,9,1978,8478,
254,Kevin,Frank,TV Show Host,Canada,65,Capricorn,January,13,1957,142738,
255,Kevin,Fowler,Country Singer,Amarillo,56,Taurus,May,11,1966,107912,
256,Kevin,Fortenberry,Reality Star, Illinois ,30,Capricorn,January,16,1992,156788,
257,Kevin,Ford,Astronaut, Indiana ,61,Cancer,July,7,1960,109819,
258,Kevin,Ford,DJ,United States,29,Leo,August,7,1992,60364,
259,Kevin,Fonteyne,TV Actor,San Antonio,31,Gemini,June,14,1990,78640,
260,Kevin,Flum,Rapper,Germany,29,Taurus,April,29,1993,55008,
261,Kevin,Florez,World Music Singer,Cartagena,30,Leo,August,19,1991,153727,
262,Kevin,Fitzgerald,Veterinarian,Denver,70,Libra,September,23,1951,141293,
263,Kevin,Filippelli,TikTok Star,France,26,Taurus,May,6,1996,219966,
264,Kevin,Ferrer,Basketball Player,Makati,29,Aries,March,26,1993,205214,
265,Kevin,Ferguson,Boxer,Bahamas,30,Taurus,May,5,1992,133204,
266,Kevin,Feige,Film Producer,Boston,48,Gemini,June,2,1973,20376,
267,Kevin,Federline,Dancer,Fresno,44,Aries,March,21,1978,26569,
268,Kevin,Faulk,Football Player,Lafayette,45,Gemini,June,15,1976,124306,
269,Kevin,Farley,Movie Actor,Madison,56,Gemini,June,8,1965,73505,
270,Kevin,Eubanks,Guitarist,Philadelphia,64,Scorpio,November,15,1957,92751,
271,Kevin,Erich,Wrestler,Belleville,65,Taurus,May,15,1957,82631,
272,Kevin,Ellison,Football Player, California ,,Capricorn,January,8,1987,110017,Oct 4
273,Kevin,Ellis,Soccer Player, Missouri ,30,Cancer,June,30,1991,138635,
274,Kevin,Eldon,Comedian,Chatham,61,Libra,October,3,1960,93138,
275,GamingWithKev,GamingWithKev,YouTube Star, California ,33,Aries,April,18,1989,2127,
276,Kevin,Eastman,Animator, ME ,59,Gemini,May,30,1962,65246,
277,Kevin,McHale,Basketball Player, MN ,64,Sagittarius,December,19,1957,43336,
278,Kevin,Durant,Basketball Player,"Washington, DC",33,Libra,September,29,1988,843,
279,Kevin,Durand,Movie Actor,Thunder Bay,48,Capricorn,January,14,1974,46118,
280,Kevin,Dunn,Movie Actor,Chicago,65,Virgo,August,24,1956,56572,
281,Kevin,Duhaney,TV Actor,Whitby,37,Gemini,June,2,1984,99300,
282,Kevin,Duckworth,Basketball Player,Harvey,,Aries,April,1,1964,88210,Aug 25
283,Kevin,Dubrow,Metal Singer,Los Angeles,,Scorpio,October,29,1955,32060,Nov 19
284,Kevin,Droniak,YouTube Star, Connecticut ,24,Gemini,June,4,1997,24862,
285,Kevin,Drew,Rock Singer,Toronto,45,Virgo,September,9,1976,185170,
286,Kevin,Drew,DJ, New Jersey ,32,Scorpio,November,7,1989,76826,
287,Kevin,Doyle,Soccer Player,Ireland,38,Virgo,September,18,1983,71268,
288,Kevin,Dotson,Football Player,West Point,25,Virgo,September,18,1996,215181,
289,Kevin,Donovan,Soccer Player,Halifax,50,Sagittarius,December,17,1971,179511,
290,Kevin,Dobson,Soap Opera Actor,New York City,,Pisces,March,18,1943,99604,Sep 6
291,Kevin,DiPalma,Instagram Star,United States,45,Libra,October,7,1976,218405,
292,Kevin,Ding,Sportscaster,United States,50,Gemini,May,30,1971,214273,
293,Kevin,Dineen,Hockey Coach,Canada,58,Scorpio,October,28,1963,194338,
294,Kevin,Dillon,TV Actor,New Rochelle,56,Leo,August,19,1965,42516,
295,Kevin,Dias,TV Actor,France,30,Scorpio,November,15,1991,96710,
296,Kevin,DeYoung,Religious Author, Illinois ,44,Cancer,June,23,1977,109412,
297,Kevin,Devine,Rock Singer,New York City,42,Sagittarius,December,19,1979,116734,
298,Kevin,Desouza,TikTok Star,Newark,19,Scorpio,November,16,2002,145602,
299,Kevin,Cheda,TikTok Star,Barcelona,14,Scorpio,November,3,2007,97678,
300,Kevin,Denney,Country Singer, Kentucky ,44,Aquarius,January,27,1978,194946,
301,Kevin,Bruyne,Soccer Player,Belgium,30,Cancer,June,28,1991,4085,
302,Kevin,León,Politician,San Diego,55,Sagittarius,December,10,1966,9397,
303,Kevin,Daza,Instagram Star,Colombia,21,Gemini,June,5,2000,106334,
304,Kevin,Dawson,Soccer Player,Uruguay,30,Aquarius,February,8,1992,220645,
305,Kevin,Davis,Dancer,Canada,33,Sagittarius,December,12,1988,65840,
306,Kevin,Davies,Soccer Player,England,45,Aries,March,26,1977,117648,
307,Kevin,David,YouTube Star,United States,32,Leo,August,5,1989,65943,
308,Kevin,Daniels,TV Actor, California ,45,Sagittarius,December,9,1976,99968,
309,Kevin,Curtis,Football Player, UT ,43,Cancer,July,17,1978,159233,
310,Kevin,Curry,Blogger,United States,41,Taurus,May,12,1981,119978,
311,Kevin,Curren,Tennis Player,Durban,64,Pisces,March,2,1958,180777,
312,Kevin,Cuenca,Sportscaster,San Diego,39,Leo,July,29,1982,191923,
313,Kevin,Csolak,TV Actor,Flemington,26,Libra,October,18,1995,76086,
314,Kevin,Crow,TikTok Star,Freehold,21,Pisces,March,16,2001,30108,
315,Kevin,Cronin,Rock Singer,Evanston,70,Libra,October,6,1951,58415,
316,Kevin,Creekman,Instagram Star,Lucerne,33,Cancer,July,17,1988,42143,
317,Kevin,Covais,Pop Singer, New York ,32,Gemini,May,30,1989,73477,
318,Kevin,Costner,Movie Actor,Lynwood,67,Capricorn,January,18,1955,7259,
319,Kevin,Cosgrove,Business Executive,Long Island,,Capricorn,January,6,1955,65815,Sep 11
320,Kevin,Cosculluela,Dancer,Miami,23,Taurus,April,28,1999,32266,
321,Kevin,Corrigan,TV Actor,The Bronx,53,Aries,March,27,1969,102778,
322,Kevin,Correia,Baseball Player, California ,41,Virgo,August,24,1980,196838,
323,Kevin,Correa,Instagram Star,Colombia,19,Taurus,May,15,2003,19849,
324,Kevin,Corcoran,Director,Santa Monica,,Gemini,June,10,1949,64260,Oct 6
325,Kevin,Cooney,TV Actor,Houston,76,Libra,October,2,1945,124218,
326,Kevin,Cook,YouTube Star,United States,33,Taurus,May,17,1989,131762,
327,Kevin,Conway,Race Car Driver, North Carolina ,43,Aries,April,15,1979,143258,
328,Kevin,Conroy,Voice Actor,Long Island,66,Sagittarius,November,30,1955,19091,
329,Kevin,Connolly,TV Actor,Long Island,48,Pisces,March,5,1974,46692,
330,Kevin,Jr.,TikTok Star,United States,20,Pisces,March,4,2002,202465,
331,Igor,Tsuman,Instagram Star,Ukraine,23,Cancer,June,29,1998,82704,
332,Kevin,Clifton,Dancer,Waltham,39,Libra,October,13,1982,11583,
333,Kevin,Clevenger,TikTok Star,United States,29,Aquarius,February,12,1993,28244,
