,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE
1741,Tom,Stanton,YouTube Star,England,27,Capricorn,January,13,1995,101764,
1742,Tom,Staar,DJ,United States,39,Scorpio,October,24,1982,140018,
1743,Tom,Spencer,Baseball Player, Ohio ,71,Pisces,February,28,1951,109674,
1744,Tomáš,Souček,Soccer Player,Czech Republic,27,Pisces,February,27,1995,133292,
1745,Tom,Snyder,TV Show Host,Milwaukee,,Taurus,May,12,1936,105498,Jul 29
1746,Tom,Smothers,Pop Singer,New York City,85,Aquarius,February,2,1937,107229,
1747,Tom,Smith,Rock Singer,Northampton,41,Taurus,April,29,1981,26891,
1748,Tom,Skilling,Meteorologist,Aurora,70,Pisces,February,20,1952,118493,
1749,Tom,Skerritt,Movie Actor,Detroit,88,Virgo,August,25,1933,75601,
1750,Tom,Sizemore,TV Actor,Detroit,60,Sagittarius,November,29,1961,46660,
1751,Tom,Six,Director,Alkmaar,48,Virgo,August,29,1973,83353,
1752,Tom,Siwa,Family Member, Nebraska ,51,Cancer,July,17,1970,16214,
1753,Tom,Simpson,Cyclist,Easington,,Sagittarius,November,30,1937,67474,Jul 13
1754,Tom,Simpson,Pianist,Scotland,50,Capricorn,January,7,1972,45113,
1755,Tom,Sherak,Film Producer, New York ,,Cancer,June,22,1945,159856,Jan 28
1756,Tom,Sharpe,Novelist,England,,Aries,March,30,1928,95761,Jun 6
1757,Tom,Shadyac,Director,Falls Church,63,Sagittarius,December,11,1958,137966,
1758,Tom,Sestito,Hockey Player,Rome,34,Libra,September,28,1987,80837,
1759,Tom,Sermanni,Soccer Coach,Glasgow,67,Cancer,July,1,1954,207635,
1760,Tom,Sellers,Journalist, Georgia ,,Scorpio,November,1,1922,109871,Feb 18
1761,Tom,Selleck,TV Actor,Detroit,77,Aquarius,January,29,1945,4494,
1762,Tom,Segura,Comedian,Dayton,43,Aries,April,16,1979,28091,
1763,Tom,Seaver,Baseball Player,Fresno,,Scorpio,November,17,1944,43165,Aug 31
1764,Tom,Searle,Guitarist,England,,Scorpio,October,23,1987,64364,Aug 20
1765,Tom,Scully,Australian Rules Footballer,Australia,31,Taurus,May,15,1991,184247,
1766,Tom,Scott,Movie Actor, Massachusetts ,51,Virgo,September,7,1970,31965,
1767,Tom,Scott,YouTube Star,England,37,Sagittarius,November,26,1984,9440,
1768,Tom,Scibelli,Twitter Star,United States,26,Taurus,April,29,1996,171459,
1769,Tom,Schweers,TikTok Star,Pittsburgh,32,Gemini,May,28,1989,130003,
1770,Tom,Schwartz,Reality Star,Woodbury,39,Libra,October,16,1982,21760,
1771,Tom,Scholz,Guitarist,Toledo,75,Pisces,March,10,1947,72747,
1772,Tom,Scharpling,Comedian, New Jersey ,53,Aquarius,February,9,1969,106543,
1773,Tom,Schaar,Skateboarder,Malibu,22,Virgo,September,14,1999,34984,
1774,Tom,Sawyer,Stage Actor,England,42,Aries,April,6,1980,25829,
1775,Tom,Savini,Makeup Artist, Pennsylvania ,75,Scorpio,November,3,1946,59682,
1776,Tom,Savage,Football Player,Springfield,32,Taurus,April,26,1990,86867,
1777,Tom,Santagato,Family Member,United States,38,Taurus,May,3,1984,73359,
1778,Tom,Sandoval,Reality Star,St. Louis,38,Cancer,July,7,1983,19280,
1779,Tom,Sachs,Sculptor,New York City,55,Leo,July,26,1966,111132,
1780,Tom,Dukas,YouTube Star,Moscow,22,Taurus,April,24,2000,143013,
1781,Tom,Ryan,Voice Actor,United States,23,Libra,October,7,1998,139304,
1782,Tom,Russell,Country Singer,Los Angeles,75,Pisces,March,5,1947,148734,
1783,Tom,Rush,Folk Singer,Portsmouth,81,Aquarius,February,8,1941,170185,
1784,Tom,Rouen,Football Player, Illinois ,53,Gemini,June,9,1968,212132,
1785,Tom,Rothe,Soccer Player,Germany,17,Scorpio,October,29,2004,174170,
1786,Tom,Rosenthal,Comedian,England,34,Capricorn,January,14,1988,11072,
1787,Tom,Rosenthal,Songwriter,England,33,Virgo,August,26,1988,25607,
1788,Tom,Rooney,Politician, Pennsylvania ,51,Scorpio,November,21,1970,202227,
1789,Tom,Rolinson,TV Actor,Blackpool,24,Gemini,May,25,1997,89025,
1790,Tom,Rogic,Soccer Player,Australia,29,Sagittarius,December,16,1992,34167,
1791,Tom,Rogan,TikTok Star,England,20,Leo,August,19,2001,77498,
1792,Tom,Rodriguez,TV Actor,Subic Bay,34,Libra,October,1,1987,55068,
1793,Tom,Robinson,Rock Singer,England,71,Gemini,June,1,1950,56569,
1794,Tom,Robbins,Novelist, NC ,89,Cancer,July,22,1932,95688,
1795,Tom,Roach,Australian Rules Footballer,Australia,36,Virgo,September,2,1985,219229,
1796,Tom,Riley,TV Actor,England,41,Aries,April,5,1981,67274,
1797,Tom,Ridge,Politician, PA ,76,Virgo,August,26,1945,131602,
1798,Tom,Ricketts,Movie Actor,England,,Capricorn,January,15,1853,130845,Jan 20
1799,Tom,Richey,YouTube Star,United States,41,Leo,August,7,1980,68461,
1800,Tom,Renney,Hockey Coach,Canada,67,Pisces,March,1,1955,204882,
1801,Tom,Reed,Politician, Illinois ,50,Scorpio,November,18,1971,168513,
1802,Tom,Rathman,Football Player, Nebraska ,59,Libra,October,7,1962,196582,
1803,Tom,Queally,Horse Jockey,Ireland,37,Libra,October,8,1984,182470,
1804,Tom,Prydie,Rugby Player,Wales,30,Pisces,February,23,1992,166592,
1805,Tom,Prior,Movie Actor,England,31,Sagittarius,December,2,1990,59993,
1806,Tom,Price,Comedian,England,41,Cancer,July,12,1980,144311,
1807,Tom,Powell,TikTok Star,England,21,Virgo,September,1,2000,49062,
1808,Tom,Povey,Beatboxer,Norwich,28,Gemini,June,3,1993,197291,
1809,Tom,Poston,TV Actor, Ohio ,,Libra,October,17,1921,90093,Apr 30
1810,Tom,Pope,Soccer Player,birthplace.Stoke On Trent,36,Virgo,August,27,1985,106971,
1811,Tom,Pocock,Non-Fiction Author,England,,Leo,August,18,1925,161713,May 7
1812,Tom,Plumley,YouTube Star,Grass Valley,28,Libra,October,6,1993,54810,
1813,Tom,Platt,Soccer Player,England,28,Libra,October,1,1993,206083,
1814,Tom,Phillips,Multimedia Artist,London,84,Gemini,May,24,1937,65707,
1815,Boston,Tom,YouTube Star, New Jersey ,26,Cancer,July,11,1995,5936,
1816,Tom,Petty,Rock Singer,Gainesville,,Libra,October,20,1950,5058,Oct 2
1817,Tom,Petersson,Bassist,Rockford,72,Taurus,May,9,1950,81841,
1818,Tom,Perrotta,Novelist, NJ ,60,Leo,August,13,1961,114512,
1819,Tom,Pernaut,TikTok Star,France,18,Sagittarius,December,5,2003,205843,
1820,Tom,Perez,Politician,Buffalo,60,Libra,October,7,1961,114309,
1821,Tom,Penny,Skateboarder,Oxford,45,Aries,April,13,1977,171943,
1822,Tom,Pemberton,YouTube Star,England,28,Gemini,June,9,1993,111721,
1823,Tom,Pelphrey,TV Actor, NJ ,39,Leo,July,28,1982,35602,
1824,Tom,Pearce,Reality Star,England,31,Gemini,May,22,1990,50633,
1825,Tom,Payne,TV Actor,Essex,39,Sagittarius,December,21,1982,13769,
1826,Tom,Paxton,Folk Singer,Chicago,84,Scorpio,October,31,1937,92064,
1827,Tom,Patton,Politician,Cleveland,68,Scorpio,November,3,1953,197872,
1828,Tom,Parsons,Motorcycle Racer, Florida ,40,Scorpio,November,20,1981,187948,
1829,Tom,Parker,TV Actor, California ,44,Leo,July,23,1977,37227,
1830,Tom,Pappas,Decathlete, Oregon ,45,Virgo,September,6,1976,220784,
1831,Tom,Papa,Comedian,Passaic,53,Scorpio,November,10,1968,100738,
1832,Tom,Pallant,Photographer,England,24,Cancer,June,29,1997,72196,
1833,Tom,Pages,Motorcycle Racer,Nantes,37,Aries,March,25,1985,171663,
1834,Tom,Osborne,Football Coach,Hastings,85,Pisces,February,23,1937,62852,
1835,Tom,Orry,YouTube Star,Leicester,24,Aries,April,10,1998,194948,
1836,Tom,Oliver,TV Actor,England,83,Gemini,June,12,1938,127259,
1837,Tom,Olbison,Rugby Player,Bradford,31,Pisces,March,20,1991,203651,
1838,Tom,Okker,Tennis Player,Netherlands,78,Pisces,February,22,1944,165347,
1839,Tom,Ogden,Guitarist,Stockport,29,Taurus,April,28,1993,44450,
1840,Tom,Odell,Pop Singer,Chichester,31,Sagittarius,November,24,1990,5997,
1841,Tom,O'Connor,Comedian,England,,Scorpio,October,31,1939,121318,Jul 18
1842,Tom,O'Brien,Football Coach, Ohio ,73,Libra,October,5,1948,154032,
1843,Tom,Nugent,Football Coach, Massachusetts ,,Pisces,February,24,1913,214204,Jan 9
1844,Tom,Noonan,TV Actor,Greenwich,71,Aries,April,12,1951,97153,
1845,Tom,Nichols,Non-Fiction Author,United States,61,Sagittarius,December,7,1960,137700,
1846,Tom,Newton,Football Player, Florida ,68,Pisces,March,8,1954,168997,
1847,Tom,Netherton,TV Show Host,Munich,75,Capricorn,January,11,1947,164812,
1848,Tom,Nelson,YouTube Star,United States,48,Sagittarius,December,9,1973,167262,
1849,Tom,Neal,Movie Actor, Illinois ,,Aquarius,January,28,1914,164681,Aug 7
1850,Tom,Murro,TV Show Host, New Jersey ,55,Scorpio,November,19,1966,129925,
1851,Tom,Mulligan,eSports Player,United States,27,Gemini,May,26,1994,28473,
1852,Tom,Mulheron,TV Actor,England,12,Capricorn,January,15,2010,131884,
1853,Tom,Moutchi,Instagram Star,Ivory Coast,29,Capricorn,December,29,1992,136681,
1854,Tom,Morris,Director,England,57,Cancer,June,22,1964,50901,
1855,Tom,Morey,Entrepreneur, Michigan ,,Leo,August,15,1935,188917,Oct 14
1856,Tom,Morello,Guitarist,New York City,57,Gemini,May,30,1964,18493,
1857,Tom,Moore,Football Coach,Owatonna,83,Scorpio,November,7,1938,36813,
1858,Tom,Moore,,Keighley,,Taurus,April,30,1920,6020,Feb 2
1859,Tom,Moody,Cricket Player,Australia,56,Libra,October,2,1965,192357,
1860,Tom,Monaghan,Entrepreneur,Ann Arbor,85,Aries,March,25,1937,108887,
1861,Tom,Mix,Movie Actor, PA ,,Capricorn,January,6,1880,87646,Oct 12
1862,Tom,Mitchell,Instagram Star,England,21,Virgo,September,8,2000,69545,
1863,Tom,Mison,TV Actor,Woking,39,Leo,July,23,1982,82142,
1864,Tom,Misch,Music Producer,England,26,Cancer,June,25,1995,52449,
1865,Tom,Milsom,Rock Singer,England,32,Gemini,June,11,1989,135931,
1866,Tom,Milligan,Stage Actor,England,30,Capricorn,January,5,1992,148157,
1867,Tom,Middleton,Music Producer,England,50,Leo,August,18,1971,166870,
1868,Tom,Merrick,YouTube Star,England,27,Virgo,September,4,1994,88532,
1869,Tom,Meighan,Rock Singer,England,41,Capricorn,January,11,1981,105123,
1870,Tom,Meeten,Comedian,England,48,Taurus,April,30,1974,210340,
1871,Tom,Meents,Monster Truck Driver, IL ,54,Cancer,July,10,1967,70897,
1872,Tom,McRae,Rock Singer,England,53,Pisces,March,19,1969,189225,
1873,Tom,McNally,Politician,England,79,Pisces,February,20,1943,217532,
1874,Tom,McGuinness,Guitarist,England,80,Sagittarius,December,2,1941,164024,
1875,Tom,McGrath,Cartoonist, WA ,57,Leo,August,7,1964,62614,
1876,Tom,McGowan,Movie Actor, NJ ,62,Leo,July,26,1959,102333,
1877,Tom,McFarland,Soul Singer,London,33,Taurus,May,2,1989,71228,
1878,Tom,McClintock,Politician,White Plains,65,Cancer,July,10,1956,190688,
1879,Tom,May,Rugby Player,London,43,Aquarius,February,5,1979,172607,
1880,Tom,Maxwell,Guitarist, Maryland ,53,Cancer,June,25,1968,143968,
1881,Tom,Martell,,United States,40,Taurus,May,7,1982,199033,
1882,Tom,Mardirosian,TV Actor, New York ,74,Sagittarius,December,14,1947,206510,
1883,Tom,Mann,Pop Singer,Southampton,28,Scorpio,November,3,1993,23849,
1884,Tom,Jr.,TikTok Star,Manchester,28,Libra,October,13,1993,63725,
1885,Tom,Malone,Trombone Player,Honolulu,74,Gemini,June,16,1947,107594,
1886,Tom,Mairs,Reality Star,Liverpool,36,Aquarius,February,15,1986,185229,
1887,Tom,Maher,Basketball Coach,Australia,69,Virgo,September,4,1952,207352,
1888,Tom,Magliozzi,Radio Host,Cambridge,,Cancer,June,28,1937,109023,Nov 3
1889,Tom,Madsen,YouTube Star,United States,38,Scorpio,November,8,1983,141131,
1890,Tom,Maden,TV Actor, TX ,30,Leo,August,21,1991,30263,
1891,Tom,MacDonald,Rapper,Canada,33,Virgo,September,21,1988,8114,
1892,Tom,Mabe,YouTube Star, Kentucky ,54,Leo,July,26,1967,94805,
1893,Tom,Lundback,Pop Singer,Sweden,28,Cancer,June,28,1993,190483,
1894,Tom,Luke,YouTube Star,England,21,Virgo,September,20,2000,67626,
1895,Tom,Lovell,Painter, New York ,,Aquarius,February,5,1909,208459,Jun 29
1896,Tom,Longboat,Runner,Canada,,Gemini,June,4,1887,94822,Jan 9
1897,Tom,London,Magician,England,30,Sagittarius,December,11,1991,105810,
1898,Tommy,Lister,Movie Actor,Pine Bluff,,Cancer,June,24,1958,11831,Dec 10
1899,Tom,Linton,Guitarist,Mesa,46,Leo,August,8,1975,162453,
1900,Tom,Leykis,TV Show Host,The Bronx,65,Leo,August,1,1956,153121,
1901,Tom,Lewis,Golfer,Welwyn Garden City,31,Capricorn,January,5,1991,90974,
1902,Tom,Lester,TV Actor,Laurel,,Libra,September,23,1938,80647,Apr 20
1903,Tom,Lenk,Movie Actor,Camarillo,45,Gemini,June,16,1976,66215,
1904,Tom,Lehrer,Songwriter,New York City,94,Aries,April,9,1928,64542,
1905,Tom,Lehman,Golfer, Minnesota ,63,Pisces,March,7,1959,148806,
1906,Tom,Lees,Soccer Player,England,31,Sagittarius,November,28,1990,72146,
1907,Tom,Leach,TV Actor,England,28,Pisces,March,4,1994,51594,
1908,Tom,Laywood,YouTube Star,England,23,Cancer,June,30,1998,130549,
1909,Tom,Laughlin,Director,Minneapolis,,Leo,August,10,1931,151123,Dec 12
1910,Tom,Lantos,Politician,Hungary,,Aquarius,February,1,1928,104718,Feb 11
1911,Tom,Landry,Football Coach,Mission,,Virgo,September,11,1924,54566,Feb 12
1912,Tom,Kunzman,Rock Singer,Neptune,30,Cancer,June,22,1991,143494,
1913,Tom,Kundig,Architect, California ,67,Libra,October,9,1954,217397,
1914,Tom,Kuhnhackl,Hockey Player,Landshut,30,Aquarius,January,21,1992,173582,
1915,Tom,Kleinschmidt,Basketball Player, Illinois ,49,Pisces,February,21,1973,211728,
1916,Tom,Kite,Golfer,McKinney,72,Sagittarius,December,9,1949,142152,
1917,Tom,Kitchin,Chef,Edinburgh,44,Gemini,June,17,1977,155527,
1918,Tom,King,Comic Book Artist,United States,43,Cancer,July,15,1978,86875,
1919,Tom,Kilbey,Soccer Player,England,31,Libra,October,19,1990,118490,
1920,Tom,Kiesche,TV Actor,Hackensack,54,Libra,October,2,1967,149699,
1921,Tom,Kerry,Politician,Boston,,Cancer,June,27,1901,182719,Jan 8
1922,Tom,Kerridge,Chef,England,48,Leo,July,27,1973,86470,
1923,Tom,Kenny,Voice Actor,Syracuse,59,Cancer,July,13,1962,2523,
1924,Tom,Kennedy,Game Show Host,Louisville,,Pisces,February,26,1927,68760,Oct 7
1925,Tom,Kelly,Baseball Manager, MN ,71,Leo,August,15,1950,107740,
1926,Tom,Keifer,Metal Singer, PA ,61,Aquarius,January,26,1961,49565,
1927,Tom,Kavanagh,Rock Singer,Birmingham,35,Libra,September,30,1986,150353,
1928,Tom,Kaulitz,Guitarist,Leipzig,32,Virgo,September,1,1989,24071,
1929,Tom,Kane,Voice Actor,Overland Park,60,Aries,April,15,1962,41945,
1930,Tom,Joyner,DJ,Tuskegee,72,Sagittarius,November,23,1949,67173,
1931,Tom,Jones,Pop Singer,Wales,81,Gemini,June,7,1940,4084,
1932,Tom,Johnston,Guitarist,Visalia,73,Leo,August,15,1948,131783,
1933,Tom,Johnson,Hockey Player, Massachusetts ,,Aquarius,February,18,1928,121909,Nov 21
1934,Tom,John,Soccer Player,Bridgend,27,Aries,March,22,1995,177627,
1935,Tommy,Kherkher,Lawyer,Houston,27,Cancer,July,10,1994,8921,
1936,Tom,Jenkinson,DJ,England,47,Capricorn,January,17,1975,119969,
1937,Tom,Jauncey,Entrepreneur,Scotland,34,Scorpio,October,23,1987,101955,
1938,Tom,Jackson,TV Actor,Canada,73,Scorpio,October,27,1948,52586,
1939,Tom,Izzo,Basketball Coach, MI ,67,Aquarius,January,30,1955,44143,
1940,Tom,Irwin,TV Actor,Peoria,65,Gemini,June,1,1956,123626,
1941,Tom,Ince,Soccer Player,England,30,Aquarius,January,30,1992,110969,
1942,Tom,Hunter,Entrepreneur,Scotland,61,Taurus,May,6,1961,119661,
1943,Tom,Hulshof,TV Actor,Canada,12,Taurus,April,29,2010,40172,
1944,Tom,Hulce,Stage Actor,Detroit,68,Sagittarius,December,6,1953,47067,
1945,Tom,Hughes,Movie Actor,England,36,Aries,April,18,1986,23218,
1946,Tom,Huddlestone,Soccer Player,England,35,Capricorn,December,28,1986,71829,
1947,Tom,Hubert,Race Car Driver, California ,57,Leo,August,6,1964,221449,
1948,Tom,Howard,Rock Singer, Tennessee ,,Pisces,February,23,1950,118408,Jan 29
1949,Tom,Hopper,TV Actor,England,37,Aquarius,January,28,1985,11314,
1950,Tom,Hooper,Director,England,49,Libra,October,5,1972,58371,
1951,Tom,Honeyands,YouTube Star,England,31,Sagittarius,November,28,1990,105869,
1952,Tom,Hollander,Movie Actor,Bristol,54,Virgo,August,25,1967,12225,
1953,Tom,Holland,Movie Actor,Kingston upon Thames,25,Gemini,June,1,1996,11,
1954,Tom,Heinsohn,Basketball Player,Jersey City,,Virgo,August,26,1934,83620,Nov 10
1955,Tom,Hingley,Rock Singer,England,57,Capricorn,January,9,1965,142749,
1956,Tom,Hinchliffe,YouTube Star,England,29,Aquarius,February,11,1993,75955,
1957,Tom,Higham,Pop Singer,England,31,Scorpio,October,24,1990,166550,
1958,Tom,Higgins,Football Coach, New Jersey ,67,Cancer,July,13,1954,110051,
1959,Tom,Higgenson,Pop Singer, IL ,43,Pisces,February,22,1979,27124,
1960,Tom,Hiddleston,Movie Actor,Westminster,41,Aquarius,February,9,1981,550,
1961,Tom,Hess,Bowler,United States,52,Sagittarius,December,13,1969,105343,
1962,Tom,Henke,Baseball Player, Missouri ,64,Sagittarius,December,21,1957,175704,
1963,Tom,Helm,YouTube Star,England,27,Sagittarius,December,2,1994,181717,
1964,Tom,Heer,YouTube Star,Netherlands,22,Pisces,March,11,2000,14158,
1965,Tom,Heaton,Soccer Player,Chester,36,Aries,April,15,1986,57592,
1966,Tom,Hawkins,Basketball Player, Illinois ,,Capricorn,December,22,1936,116259,Aug 16
1967,Tom,Hawkins,Australian Rules Footballer,Australia,33,Cancer,July,21,1988,48827,
1968,Tom,Hawk,Politician, Kansas ,75,Virgo,September,18,1946,79520,
1969,Tom,Harries,Movie Actor,Wales,30,Libra,October,8,1991,82835,
1970,Tom,Harrell,Trumpet Player, Illinois ,75,Gemini,June,16,1946,183482,
1971,Tom,Harper,Director,England,42,Capricorn,January,7,1980,97691,
1972,Tom,Harmon,Football Player, IN ,,Libra,September,28,1919,93905,Mar 15
1973,Tom,Harlock,YouTube Star,Devon,28,Virgo,August,30,1993,7041,
1974,Tom,Harkin,Politician, IA ,82,Scorpio,November,9,1939,145893,
1975,Tom,Hardy,Movie Actor,London,44,Virgo,September,15,1977,1859,
1976,Tom,Hanks,Movie Actor,Concord,65,Cancer,July,9,1956,700,
1977,Tom,Hane,Drummer,Chicago,32,Pisces,February,19,1990,168764,
1978,Tom,Hamilton,Bassist,Colorado Springs,70,Capricorn,December,31,1951,55949,
1979,Tom,Hafey,Australian Rules Footballer,Australia,90,Leo,August,5,1931,187201,
1980,Tom,Haddock,Instagram Star,England,19,Aquarius,January,27,2003,84428,
1981,Tom,Gustin,Family Member,Norfolk,61,Virgo,September,7,1960,85145,
1982,Tom,Guiry,Movie Actor,Trenton,40,Libra,October,12,1981,46127,
1983,Tom,Gugliotta,Basketball Player, New York ,52,Sagittarius,December,19,1969,151696,
1984,Tom,Grossi,Comedian,United States,31,Virgo,September,16,1990,28008,
1985,Tom,Griswold,Radio Host, Ohio ,69,Taurus,April,22,1953,149133,
1986,Tom,Grennan,Pop Singer,Bedford,26,Gemini,June,8,1995,12120,
1987,Tom,Green,Movie Actor,Pembroke,50,Leo,July,30,1971,12537,
1988,Tom,Graveney,Cricket Player,England,,Gemini,June,16,1927,183492,Nov 3
1989,Tom,Goulding,TikTok Star,Yorkshire,30,Pisces,March,6,1992,101495,
1990,Tom,Gossin,Country Singer,Utica,40,Virgo,September,4,1981,140055,
1991,Tom,Gores,Entrepreneur,Nazareth,57,Leo,July,31,1964,189592,
1992,Tom,Gordon,Baseball Player,Sebring,54,Scorpio,November,18,1967,127850,
1993,Tom,Goodwin,Baseball Player, California ,53,Leo,July,27,1968,171387,
1994,Tom,Glynn-Carney,TV Actor,England,27,Aquarius,February,7,1995,42749,
1995,Tom,Glavine,Baseball Player,Concord,56,Aries,March,25,1966,103440,
1996,Tom,Gilson,TV Actor, New York ,,Capricorn,January,6,1934,183458,Oct 6
1997,Tom,Gibis,Voice Actor, Minnesota ,57,Leo,August,22,1964,68015,
1998,Tom,Fulp,Entrepreneur, PA ,44,Taurus,April,30,1978,23857,
1999,Tom,Franco,Family Member,Palo Alto,42,Aries,April,14,1980,32031,
2000,Tom,Frager,Pop Artist,France,44,Cancer,July,1,1977,200968,
2001,Tom,Ford,Fashion Designer,Austin,60,Virgo,August,27,1961,8628,
2002,Tom,Ford,TikTok Star,Australia,21,Pisces,February,21,2001,53111,
2003,Tom,Foolery,Poet,New Zealand,28,Aries,April,18,1994,168359,
2004,Tom,Fontana,Screenwriter, New York ,70,Virgo,September,12,1951,203787,
2005,Tom,Fogerty,Guitarist,Berkeley,,Scorpio,November,9,1941,73930,Sep 6
2006,Tom,Flynn,Journalist,Erie,,Leo,August,18,1955,99677,Aug 23
2007,Tom,Flynn,YouTube Star,United States,28,Sagittarius,December,19,1993,37216,
2008,Tom,Floyd,Australian Rules Footballer,Australia,61,Libra,October,7,1960,159357,
2009,Tom,Flores,Football Coach,Sanger,85,Aries,March,21,1937,116321,
2010,Tom,Fletcher,Pop Singer,London,36,Cancer,July,17,1985,9010,
2011,Tom,Fitzgerald,Hockey Coach, MA ,53,Virgo,August,28,1968,174475,
2012,Tom,Finney,Soccer Player,England,,Aries,April,5,1922,91440,Feb 14
2013,Tom,Finn,Weight Lifter, Illinois ,36,Gemini,June,11,1985,125400,
2014,Tom,Felton,Movie Actor,Epsom,34,Virgo,September,22,1987,232,
2015,Tom,Fearon,YouTube Star,England,24,Pisces,February,28,1998,88859,
2016,Tom,Fawkes,YouTube Star, Connecticut ,32,Pisces,March,9,1990,48074,
2017,Tom,Farmer,Entrepreneur,Scotland,81,Cancer,July,10,1940,163602,
2018,Tom,Falcone,Photographer, New York ,30,Libra,October,1,1991,153249,
2019,Tom,Exton,Instagram Star,England,36,Gemini,May,22,1985,46766,
2020,Tom,Ewell,TV Actor,Owensboro,,Taurus,April,29,1909,135445,Sep 12
2021,Tom,Evans,Rock Singer,England,,Gemini,June,5,1947,88558,Nov 19
2022,Tom,Englund,Guitarist,Sweden,48,Sagittarius,December,14,1973,204937,
2023,Tom,Emmett,Cricket Player,England,,Virgo,September,3,1841,208352,Jun 29
2024,Tom,Ellis,TV Actor,Bangor,43,Scorpio,November,17,1978,3098,
2025,Tom,Elliott,Politician,Northern Ireland,58,Sagittarius,December,11,1963,143814,
2026,Tom,Dwan,,Edison,35,Leo,July,30,1986,72451,
2027,Tom,Dunn,Journalist,London,48,Sagittarius,December,16,1973,204411,
2028,Tom,Dumoulin,Cyclist,Maastricht,31,Scorpio,November,11,1990,150630,
2029,Tom,Dumont,Guitarist,Los Angeles,54,Capricorn,January,11,1968,126831,
2030,Tom,Dugan,BMX Rider,United States,33,Scorpio,November,5,1988,144533,
2031,tom.drp,tom.drp,TikTok Star,United States,17,Scorpio,November,21,2004,51671,
2032,Tom,Dreesen,Comedian,Harvey,82,Virgo,September,11,1939,175410,
2033,Tom,Drake,Movie Actor, New York ,,Leo,August,5,1918,155157,Aug 11
2034,Tom,Doyle,Bassist,England,36,Capricorn,December,29,1985,60893,
2035,Tom,Douglas,Chef, Delaware ,63,Leo,August,2,1958,192849,
2036,Tom,Doromal,Reality Star,Philippines,25,Sagittarius,November,28,1996,66491,
2037,Tom,Dolan,Swimmer,Arlington,46,Virgo,September,15,1975,170775,
2038,Tom,Denton,Soccer Player,England,32,Leo,July,24,1989,183572,
2039,Tom,Denney,Guitarist,Ocala,39,Sagittarius,November,23,1982,136929,
2040,Tom,Dempsey,Football Player,Milwaukee,,Capricorn,January,12,1947,79976,Apr 4
2041,Tom,DeLonge,Rock Singer,Poway,46,Sagittarius,December,13,1975,10956,
2042,Tom,DeLay,Politician, Texas ,75,Aries,April,8,1947,114371,
2043,Tom,Deblass,MMA Fighter, New Jersey ,40,Taurus,May,14,1982,187251,
2044,Tom,Davis,TV Actor,England,43,Taurus,April,27,1979,69370,
2045,Tom,Davies,Instagram Star,Wales,27,Sagittarius,December,13,1994,49434,
2046,Tom,Daschle,Politician, South Dakota ,74,Sagittarius,December,9,1947,184848,
2047,Tom,Danielson,Cyclist, Connecticut ,44,Taurus,May,13,1978,201029,
2048,Tom,Daley,Diver,Plymouth,28,Gemini,May,21,1994,3185,
2049,Tom,Jr.,Family Member,United States,55,Capricorn,December,31,1966,170736,
2050,Tom,Cushnie,YouTube Star,Leeds,25,Scorpio,November,15,1996,125673,
2051,Tom,Curtis,Graphic Designer,England,46,Cancer,July,15,1975,151283,
2052,Tom,Curren,Surfer,Santa Barbara,57,Cancer,July,3,1964,154680,
2053,Tom,Curran,Cricket Player,Cape Town,27,Pisces,March,12,1995,77744,
2054,Tom,Cullen,Movie Actor,Wales,36,Cancer,July,17,1985,91487,
2055,Tom,Cruise,Movie Actor,Syracuse,59,Cancer,July,3,1962,442,
2056,Tom,Cross,Instagram Star,Australia,32,Leo,July,26,1989,169687,
2057,Tom,Croft,Rugby Player,England,36,Scorpio,November,7,1985,184734,
2058,Tom,Crean,Basketball Coach, Indiana ,56,Aries,March,25,1966,52082,
2059,Tom,Crabtree,Football Player,Columbus,36,Scorpio,November,4,1985,165886,
2060,Tom,Cox,Novelist,England,47,Taurus,May,20,1975,117040,
2061,Tom,Courtenay,Movie Actor,England,85,Pisces,February,25,1937,104769,
2062,Tom,Coughlin,Football Coach, NY ,75,Virgo,August,31,1946,74051,
2063,Tom,Cotton,Politician, Arkansas ,45,Taurus,May,13,1977,119860,
2064,Tom,Cotter,Comedian, Rhode Island ,58,Gemini,June,20,1963,115249,
2065,Tom,Coronel,Race Car Driver,Naarden,50,Aries,April,5,1972,186028,
2066,Tom,Corbett,Politician,Philadelphia,72,Gemini,June,17,1949,151248,
2067,Tom,Cooper,Cricket Player,Wollongong,35,Sagittarius,November,26,1986,133683,
2068,Tom,Conway,Movie Actor,Russia,,Virgo,September,15,1904,123790,Apr 22
2069,Tom,Conti,Movie Actor,Scotland,80,Sagittarius,November,22,1941,106481,
2070,Tom,Conrad,Business Executive,United States,52,Scorpio,October,29,1969,194534,
2071,Stompin',Connors,Folk Singer,Saint John,,Aquarius,February,9,1936,66642,Mar 6
2072,Tom,Conlon,Football Player,Stoke on Trent,26,Aquarius,February,3,1996,175060,
2073,Tom,Colicchio,Chef,Elizabeth,59,Leo,August,15,1962,71336,
2074,Tom,Coleman,Bodybuilder,England,35,Scorpio,November,2,1986,125205,
2075,Tom,Cochrane,Rock Singer,Canada,69,Taurus,May,14,1953,60583,
2076,Tom,Coburn,Politician,Casper,,Pisces,March,14,1948,132670,Mar 28
