,first_name,last_name,proffession,Birthplace,Age,Birth Sign,month,day,year,popularity_rate,DEATH DATE
32,Fabio,Volo,Movie Actor,Calcinate,49,Cancer,June,23,1972,203790,
33,Fabio,Viviani,Chef,Florence,43,Libra,October,10,1978,135958,
34,Fabio,Torres,YouTube Star,Chile,29,Capricorn,January,9,1993,79059,
35,Fábio,Simplício,Soccer Player,Brazil,42,Libra,September,23,1979,165744,
36,Fabio,Schafer,YouTube Star,Germany,35,Virgo,September,19,1986,198227,
37,Fabio,Rovazzi,Facebook Star,Italy,28,Capricorn,January,18,1994,44122,
38,Fabio,Rezende,Bodybuilder,Brazil,45,Cancer,June,29,1976,64193,
39,Fabio,Rabello,TV Actor,Sao Paulo,30,Cancer,June,29,1991,198829,
40,Fabio,Quartararo,Motorcycle Racer,Nice,23,Taurus,April,20,1999,20757,
41,Fabio,Quagliarella,Soccer Player,Italy,39,Aquarius,January,31,1983,124667,
42,Fabio,Porchat,Comedian,Rio de Janeiro,38,Cancer,July,1,1983,117717,
43,Fabio,Pereira,Soccer Player,Sao Paulo,30,Libra,October,19,1991,169835,
44,Fabio,Nunes,Chef,Brazil,36,Leo,July,23,1985,174867,
45,Fabio,Novembre,Architect,Italy,55,Libra,October,21,1966,168352,
46,Fabio,Mufañas,TikTok Star,Cordoba,20,Sagittarius,November,27,2001,14065,
47,Fabio,Mosc,TikTok Star,Caracas,26,Pisces,March,10,1996,215428,
48,Fabio,Miranda,TikTok Star,United States,58,Pisces,February,24,1964,164090,
49,Fabio,Meza,Instagram Star,United States,31,Libra,October,1,1990,177040,
50,Fabio,Agostini,Reality Star,Gran Canaria,32,Pisces,March,2,1990,113410,
51,Fabio,Marra,Model,Geneva,32,Pisces,March,5,1990,156329,
52,Fabio,Mancini,Model,Germany,34,Leo,August,11,1987,138872,
53,Fábio,Leopoldo,Martial Artist,Brazil,45,Aries,April,17,1977,192109,
54,Fabio,Legarda,Reggaeton Singer,Colombia,,Scorpio,November,18,1989,17063,Feb 7
55,Fabio,Jackson,Instagram Star,England,28,Gemini,June,13,1993,13778,
56,Fabio,Ide,TV Actor,Sao Paulo,34,Capricorn,December,26,1987,208599,
57,Fabio,Gurgel,Martial Artist,Rio de Janeiro,52,Capricorn,January,18,1970,45435,
58,Fabio,Guerra,Pop Singer,Honduras,20,Aquarius,February,2,2002,3561,
59,Fabio,Grosso,Soccer Player,Rome,44,Sagittarius,November,28,1977,118090,
60,Fabio,Grossi,Dancer,Rome,44,Libra,October,1,1977,162753,
61,Fabio,Grangeon,Movie Actor,Toulouse,33,Aquarius,January,27,1989,121630,
62,Fábio,Gouveia,Surfer,Brazil,52,Virgo,August,26,1969,186555,
63,Fabio,Freitas,Rapper,Angola,23,Taurus,April,21,1999,219715,
64,Fabio,Fognini,Tennis Player,Sanremo,34,Gemini,May,24,1987,91242,
65,Fábio,Ferreira,Soccer Player,Portugal,33,Taurus,May,3,1989,162938,
66,Fabio,Farati,TikTok Star,Bologna,26,Aquarius,February,5,1996,99896,
67,Fabio,Luigi,TV Actor,Italy,54,Libra,October,11,1967,178376,
68,Fabio,Costa,Fashion Designer,Belo Horizonte,39,Aries,April,18,1983,119771,
69,Fabio,Colombo,Instagram Star,Italy,14,Cancer,June,23,2007,95484,
70,Fabio,Colloricchio,Model,Argentina,31,Gemini,May,25,1990,104276,
71,Fábio,Coentrão,Soccer Player,Portugal,34,Pisces,March,11,1988,88245,
72,Fabio,Catarino,TikTok Star,Portugal,21,Pisces,March,3,2001,13591,
73,Fábio,Cardoso,Soccer Player,Portugal,28,Aries,April,19,1994,121739,
74,Fabio,Capello,Soccer Coach,Italy,75,Gemini,June,18,1946,107070,
75,Fabio,Cannavaro,Soccer Player,Naples,48,Virgo,September,13,1973,61774,
76,Fabio,Brazza,Rapper,Sao Paulo,32,Capricorn,January,13,1990,197812,
77,Fabio,Borini,Soccer Player,Italy,31,Aries,March,29,1991,104168,
78,Fabio,Bonzani,TikTok Star,Italy,23,Sagittarius,November,25,1998,124552,
79,Fabio,Bleu,TikTok Star, California ,23,Libra,October,12,1998,159719,
80,Fabio,Bidini,Pianist,Italy,53,Gemini,June,11,1968,221180,
81,Fabio,Basile,Martial Artist,Italy,27,Libra,October,7,1994,162893,
82,Fabio,Bartelt,Photographer,Brazil,41,Libra,September,25,1980,216430,
83,Fábio,Aurélio,Soccer Player,Sao Paulo,42,Libra,September,24,1979,189285,
84,Fabio,Audi,TV Actor,Brazil,34,Sagittarius,December,9,1987,192181,
85,Fabio,Attanasio,Blogger,Naples,35,Pisces,March,13,1987,209880,
86,Fabio,Atalaya,Instagram Star,Peru,24,Taurus,May,10,1998,195167,
87,Fabio,Assuncao,TV Actor,Sao Paulo,50,Leo,August,10,1971,143298,
88,Fabio,Aru,Cyclist,Italy,31,Cancer,July,3,1990,210060,
89,Fabinho,Fabinho,Soccer Player,Campinas,28,Scorpio,October,23,1993,39370,
90,Fabinho,Ferrão,YouTube Star,Brazil,16,Capricorn,January,2,2006,157172,
91,Fabii,Puffle,YouTube Star,Costa Rica,23,Cancer,June,29,1998,131338,
92,FabieTV,FabieTV,TikTok Star,Germany,20,Cancer,July,17,2001,121073,
93,Fabienne,Terwinghe,Model,Belgium,41,Cancer,June,31,1980,155098,
94,Fabienne,Schriek,Instagram Star,Blaricum,27,Virgo,September,17,1994,171927,
95,Fabienne,Rothe,Pop Singer,Cologne,26,Sagittarius,December,9,1995,133131,
96,Fabienne,Colas,Movie Actress,Port-au-Prince,43,Pisces,March,18,1979,188086,
97,Fabienne,Carat,Movie Actress,France,42,Virgo,August,24,1979,194103,
98,Fabienne,Bethmann,TikTok Star,Koblenz,20,Libra,October,19,2001,91552,
99,Fabienne,Bergmans,Pop Singer,Netherlands,23,Cancer,July,1,1998,92076,
100,Fabien,Fabien,Beatboxer,France,28,Virgo,September,20,1993,73094,
101,Fabien,Yoon,TV Actor,Paris,34,Scorpio,October,30,1987,156766,
102,Fabien,Tietjen,TikTok Star,Germany,26,Libra,October,19,1995,24797,
103,Fabien,Pch,TikTok Star,France,20,Capricorn,January,19,2002,63018,
104,Fabien,Olicard,YouTube Star,La Rochelle,39,Sagittarius,November,22,1982,216206,
105,Fabien,Incardona,World Music Singer,France,37,Taurus,May,18,1985,215481,
106,Fabien,Fournier,Screenwriter,Toulon,39,Virgo,September,15,1982,165078,
107,Fabien,Fiey,eSports Player,France,27,Leo,July,26,1994,98360,
108,Fabien,Devide,eSports Player,France,30,Capricorn,December,24,1991,207422,
109,Fabien,Barthez,Soccer Player,France,50,Cancer,June,28,1971,165560,
110,Fabien,Baron,Director,France,62,Cancer,July,5,1959,217236,
111,Fabien,Barel,Mountain Biker,Nice,41,Leo,July,26,1980,216980,
112,Fabiano,Vieira,Bull Rider,Brazil,39,Leo,July,29,1982,158165,
113,Fabiano,Millani,Painter,Sao Paulo,40,Cancer,June,27,1981,97888,
114,Fabiano,Menotti,Guitarist,Brazil,45,Taurus,April,25,1977,220168,
115,Fabiano,Lopez,Dancer,Brazil,34,Scorpio,November,16,1987,191453,
116,Fabiano,Abreu,Journalist,Rio de Janeiro,40,Leo,July,30,1981,105420,
117,Fabiano,Caruana,Chess Player, Florida ,29,Leo,July,30,1992,81403,
118,Fabianne,Therese,Movie Actress,Kansas City,33,Leo,August,20,1988,142127,
119,Fabianne,Hayashida,Instagram Star,Peru,28,Taurus,April,26,1994,211078,
120,Fabiane,Niclotti,Pageant Contestant,Brazil,,Libra,October,6,1984,207817,Jun 28
121,Fabiana,Valcárcel,TV Actress,Peru,17,Cancer,July,19,2004,123679,
122,Fabiana,Udenio,Movie Actress,Buenos Aires,57,Sagittarius,December,21,1964,113526,
123,Fabiana,Teixeira,TV Show Host,Brazil,46,Aquarius,January,26,1976,220781,
124,Fabiana,Tambosi,Model,Brazil,39,Cancer,July,2,1982,168602,
125,Fabiana,Semprebom,Model,Londrina,37,Gemini,May,26,1984,126135,
126,Fabiana,Saba,Model,Brazil,44,Sagittarius,December,13,1977,204224,
127,Fabiana,Russo,Instagram Star,Italy,26,Cancer,July,14,1995,214112,
128,Fabiana,Pastorino,Model,Italy,27,Taurus,April,28,1995,192148,
129,Fabiana,Noman,Instagram Star,Sao Paulo,45,Aquarius,February,11,1977,216100,
130,Fabiana,Noboa,Model,Ecuador,24,Capricorn,January,19,1998,207097,
131,Fabiana,Murer,Pole Vaulter,Brazil,41,Pisces,March,16,1981,164503,
132,Fabiana,Landim,YouTube Star,Brazil,13,Virgo,September,5,2008,49786,
133,Fabiana,Karla,TV Actress,Recife,46,Scorpio,October,30,1975,210299,
134,Fabiana,Justus,Blogger,Brazil,35,Virgo,September,9,1986,194160,
135,Fabiana,Hernandez,TikTok Star,United States,22,Virgo,September,1,1999,167538,
136,Fabiana,Gomes,Makeup Artist,Sao Paulo,47,Aries,March,24,1975,204769,
137,Fabiana,Ferrarini,Instagram Star,Elizabeth,33,Cancer,July,1,1988,120203,
138,Fabiana,Escobar,Non-Fiction Author,Brazil,40,Libra,October,5,1981,222302,
139,Fabiana,Ecclestone,Instagram Star,England,44,Taurus,May,1,1978,196596,
140,Fabiana,Oliveira,Volleyball Player,Rio de Janeiro,42,Pisces,March,7,1980,220048,
141,Fabiana,Claudino,Volleyball Player,Brazil,37,Aquarius,January,24,1985,158405,
142,Fabiana,Britto,Model,Brazil,34,Pisces,March,12,1988,174172,
143,Fabiana,Bertotti,Journalist,Brazil,39,Aquarius,February,4,1983,197404,
144,Fabiana,Anastácio,Pop Singer,Sao Paulo,46,Libra,October,16,1975,215933,
145,Fabian,Fabian,Pop Singer,Philadelphia,79,Aquarius,February,6,1943,50233,
146,Fabián,Zignago,Instagram Star,Lima,18,Gemini,May,25,2003,108854,
147,Fabian,Yahva,Instagram Star,Indonesia,13,Pisces,February,20,2009,194350,
148,Fabian,Johnson,Soccer Player,Munich,34,Sagittarius,December,11,1987,92803,
149,Fabian,Siegismund,YouTube Star,Germany,46,Libra,October,14,1975,213996,
150,Fabian,Schar,Soccer Player,Switzerland,30,Sagittarius,December,20,1991,99740,
151,Fabián,Ruiz,Soccer Player,Spain,26,Aries,April,3,1996,146097,
152,Fabian,Rizzo,TikTok Star,Los Angeles,20,Leo,August,3,2001,130789,
153,Fabián,Ríos,Movie Actor,Colombia,41,Cancer,July,5,1980,43243,
154,Fabian,Picardo,Politician,Gibraltar,50,Aquarius,February,18,1972,101189,
155,Fabian,Petrina,Fitness Instructor,Germany,29,Leo,July,26,1992,215437,
156,Fabian,Orellana,Soccer Player,Santiago,36,Aquarius,January,27,1986,197445,
157,Fabian,Niklas,Instagram Star,Chisinau,20,Virgo,September,11,2001,188307,
158,Fabian,Nelson,TikTok Star,United States,20,Taurus,May,2,2002,24166,
159,Fabián,Mora,Instagram Star,Costa Rica,23,Taurus,May,15,1999,195103,
160,Fabián,Mendoza,TV Actor,Barranquilla,46,Taurus,May,19,1976,212720,
161,Fabian,Mazzei,Movie Actor,Buenos Aires,56,Capricorn,January,18,1966,222562,
162,Fabian,Mazur,DJ,Copenhagen,31,Scorpio,October,28,1990,148103,
163,Fabian,Manzano,Guitarist, Florida ,37,Cancer,July,1,1984,63889,
164,Fabian,Luck,Photographer,Germany,26,Taurus,April,27,1996,215288,
165,Fabian,Lagunas,TikTok Star,United States,27,Leo,August,8,1994,220603,
166,Fabian,Kubik,Instagram Star,Germany,31,Capricorn,December,31,1990,201745,
167,Fabian,Holmberg,TikTok Star,Lund,18,Gemini,May,27,2003,115138,
168,Fabian,Hambuchen,Gymnast,Germany,34,Scorpio,October,25,1987,99819,
169,Fabian,Jr.,Football Player,Miami,27,Taurus,May,18,1995,160043,
170,Fabian,Grischkat,YouTube Star,Germany,21,Leo,August,8,2000,61046,
171,Fabian,Gray,Model,England,24,Cancer,July,5,1997,30128,
172,Fabian,Gotze,Soccer Player,,31,Gemini,June,3,1990,128010,
173,Fabián,Gómez,Comedian,Argentina,56,Leo,August,20,1965,166151,
174,Fabián,Espindola,Soccer Player,Buenos Aires,37,Taurus,May,4,1985,203741,
175,Fabian,Doerig,YouTube Star,Switzerland,32,Capricorn,December,24,1989,160438,
176,Fabian,Diepstraten,eSports Player,Netherlands,25,Libra,September,23,1996,118569,
177,Fabian,Delph,Soccer Player,Bradford,32,Scorpio,November,21,1989,71272,
178,Fabian,Fabiani,Reality Star,England,35,Libra,October,16,1986,59931,
179,Fabián,Cubero,Soccer Player,Argentina,43,Sagittarius,December,21,1978,197003,
180,Fabian,Cowdrey,Cricket Player,Canterbury,29,Aquarius,January,30,1993,191720,
181,Fabian,Coulthard,Race Car Driver,Burnley,39,Leo,July,28,1982,170581,
182,Fabián,Cazorla,TikTok Star,Argentina,19,Capricorn,January,4,2003,68386,
183,Fabian,Cayuela-Ruiz,TikTok Star,France,21,Scorpio,November,4,2000,71146,
184,Fabian,Castillo,Soccer Player,Cali,29,Gemini,June,17,1992,164869,
185,Fabian,Cancellara,Cyclist,Switzerland,41,Pisces,March,18,1981,159333,
186,Fabian,Bourzat,Figure Skater,France,41,Sagittarius,December,19,1980,211031,
187,Fabian,Bosch,Skier,Switzerland,24,Cancer,July,6,1997,199746,
188,Fabián,Balbuena,Soccer Player,Paraguay,31,Pisces,February,23,1991,201629,
189,Fabian,Arnold,Model,Germany,25,Cancer,July,16,1996,14960,
190,Fabia,Metzger,Instagram Star,Basel,33,Gemini,May,21,1989,220377,
191,Fabia,Lopes,YouTube Star,Brazil,39,Cancer,July,4,1982,102973,
192,Fabia,Fablable,Instagram Star,Germany,24,Libra,September,25,1997,200879,
193,Fabi,Santina,YouTube Star,Brazil,29,Taurus,May,10,1993,94401,
194,Fabi,Martínez,Instagram Star,Paraguay,28,Gemini,May,24,1993,182559,
195,Fabi,Bang,Stage Actress,Rio de Janeiro,37,Libra,October,4,1984,206469,
196,Fabián,Ortiz,World Music Singer,Zacatecas City,42,Capricorn,January,13,1980,179191,
197,Fabbriannna,Fabbriannna,TikTok Star,United States,22,Scorpio,October,26,1999,59353,
198,Fabbi,Lee,YouTube Star,Peru,27,Gemini,June,16,1994,154604,
199,Fab,Melo,Basketball Player,Juiz de Fora,,Gemini,June,20,1990,79938,Feb 11
200,Fab,Freddy,Rapper, New York ,62,Virgo,August,31,1959,117983,
201,Fab,Filippo,TV Actor,Canada,47,Sagittarius,November,30,1974,149666,
202,Faatima,Faatima,TikTok Star,Italy,21,Virgo,September,4,2000,138366,
203,Faas,Wijn,Movie Actor,Amsterdam,23,Taurus,May,15,1999,153724,
204,Faares,Quadri,TikTok Star,United States,22,Aquarius,February,7,2000,115343,
205,Faar,Ain,Instagram Star,Kuala Lumpur,30,Scorpio,October,25,1991,181086,
206,Faakhir,Mehmood,Pop Singer,Pakistan,49,Taurus,April,20,1973,149787,
207,Faa,Firds,YouTube Star,Malaysia,27,Sagittarius,November,28,1994,123071,
208,Fa,Orozco,YouTube Star,Mexico,28,Scorpio,November,10,1993,122128,
209,Fa,Lara,Instagram Star,Tokyo,16,Sagittarius,November,24,2005,146077,
210,Fábio,Vieira,Soccer Player,Portugal,21,Gemini,May,30,2000,175347,
211,F1NN5TER,F1NN5TER,YouTube Star,England,22,Taurus,April,21,2000,6399,
212,f1elly,f1elly,TikTok Star,United States,24,Leo,August,2,1997,112104,
213,FT,Prince,Poet,Kimberley,,Virgo,September,13,1912,68383,Aug 7
214,FS,Flint,Poet,England,,Sagittarius,December,19,1885,100387,Feb 28
215,FR,Scott,Poet,Canada,,Leo,August,1,1899,188272,Jan 30
216,FR,David,Pop Singer,Tunisia,75,Capricorn,January,1,1947,135215,
217,FM,Cornford,Poet,England,,Pisces,February,27,1874,114658,Jan 3
218,FW,Klerk,World Leader,Johannesburg,,Pisces,March,18,1936,76973,Nov 11
219,F.ukuro,F.ukuro,TikTok Star,England,23,Cancer,July,13,1998,15921,
220,F.,Fitzgerald,Novelist,Saint Paul,,Libra,September,24,1896,24984,Dec 21
221,F.noah,F.noah,TikTok Star,North Korea,19,Libra,September,24,2002,40152,
222,F.,Abraham,Movie Actor,Pittsburgh,82,Scorpio,October,24,1939,45702,
223,F,Haynie,Stage Actor,United States,36,Aquarius,January,30,1986,142046,
224,F,Bailey,Lawyer,Waltham,,Gemini,June,10,1933,72998,Jun 3
225,F.HERO,F.HERO,Rapper,Thailand,39,Virgo,September,22,1982,39752,
226,F.,Gutiérrez,Director,Cordoba,48,Cancer,July,5,1973,209243,
227,F.,Gray,Director,New York City,52,Cancer,July,17,1969,104395,
228,Fátima,Roman,Pop Singer,Paraguay,30,Taurus,May,11,1992,221207,
229,Fátima,Queiróz,TikTok Star,Brazil,38,Aries,April,16,1984,139876,
230,Fátima,Molina,TV Actress,Guadalajara,36,Pisces,March,9,1986,101971,
231,Fátima,Tetuán,TikTok Star,Spain,21,Taurus,May,9,2001,34095,
232,Fátima,Cantó,YouTube Star,Spain,32,Aries,April,5,1990,123560,
233,Fátima,Campo,Pop Artist,Mexico,17,Aquarius,February,3,2005,46582,
234,Füsun,Lindner,Blogger,Germany,45,Taurus,May,7,1977,144043,
235,Fırat,Çelik,TV Actor,Germany,41,Aries,March,25,1981,141310,
236,Felix,Verdejo,Boxer,San Juan,29,Taurus,May,19,1993,96720,
237,Félix,Pacaut,Instagram Star,Paris,21,Gemini,June,14,2000,42725,
238,Félix,Maritaud,Movie Actor,France,29,Sagittarius,December,12,1992,113318,
239,xQc,xQc,Twitch Star,Laval,26,Scorpio,November,12,1995,1464,
240,Félix,Auger-Aliassime,Tennis Player,Montreal,21,Leo,August,8,2000,52401,
241,Fábio,Vilela,Instagram Star,Brazil,37,Libra,October,22,1984,218090,
242,Fábio,Silva,Soccer Player,Portugal,19,Cancer,July,19,2002,120177,
243,Fábio,Paím,Football Player,Portugal,34,Aquarius,February,15,1988,173518,
244,Fábio,Lucindo,Voice Actor,Sao Paulo,38,Aquarius,February,16,1984,191330,
245,Fábio,Luciano,Soccer Player,Brazil,47,Taurus,April,29,1975,209150,
246,Fábio,Jr.,World Music Singer,Sao Paulo,68,Scorpio,November,12,1953,145128,
247,Fábio,Silva,Teacher,Brazil,51,Aries,April,3,1971,217843,
248,Fábia,Jasmini,Instagram Star,Brazil,19,Gemini,June,9,2002,114131,
249,Ezzy,Ezzy,Rapper, Ohio ,25,Gemini,June,17,1996,36368,
250,Ezzie,Ezzie,YouTube Star,Sweden,18,Taurus,May,11,2004,18285,
251,Ezzel,Zulficar,Director,Egypt,,Scorpio,October,28,1919,103061,Jul 1
252,Ezzaty,Abdullah,TV Actress,Malaysia,32,Aries,April,7,1990,182006,
253,Ezzat,Eddy,Instagram Star,Malaysia,24,Taurus,May,14,1998,84245,
254,Ezzard,Charles,Boxer,Lawrenceville,,Cancer,July,7,1921,80578,Mar 28
255,Ezrah,Dormon-Rosen,Instagram Star,Panama City,16,Cancer,July,22,2005,56752,
256,Ezrah,Brandon,YouTube Star,United States,11,Taurus,May,5,2011,70730,
257,Ezra,William,Instagram Star,Indonesia,32,Virgo,September,7,1989,180903,
258,Ezra,Weisz,Voice Actor,Freehold,51,Capricorn,January,1,1971,51037,
259,Ezra,Walian,Soccer Player,Amsterdam,24,Libra,October,22,1997,201197,
260,Ezra,Voss,TikTok Star,Los Angeles,22,Capricorn,December,31,1999,150783,
261,Ezra,Sosa,Dancer,United States,21,Scorpio,November,15,2000,20290,
262,Ezra,Ruiz,YouTube Star,Peru,27,Capricorn,December,30,1994,174568,
263,Ezra,Rachlin,Pianist, California ,,Sagittarius,December,5,1915,221192,Jan 21
264,Ezra,Pound,Poet, ID ,,Scorpio,October,30,1885,36646,Nov 1
265,Ezra,Mixiepixie7,Family Member,United States,19,Leo,July,24,2002,33630,
266,Ezra,Miller,Movie Actor,Wyckoff,29,Libra,September,30,1992,2019,
267,Ezra,Menas,Movie Actor, Kansas ,31,Cancer,July,20,1990,123800,
268,Ezra,Masters,TV Actor,Poughkeepsie,42,Pisces,March,10,1980,140614,
269,Ezra,Mandira,Guitarist,Jakarta,30,Libra,September,29,1991,197891,
270,Ezra,Levant,Activist,Calgary,50,Pisces,February,19,1972,131335,
271,Ezra,Laine,YouTube Star,United States,1,Scorpio,November,17,2020,184170,
272,Ezra,Koenig,Pop Singer,New York City,38,Aries,April,8,1984,28883,
273,Ezra,Klein,Journalist,Irvine,38,Taurus,May,9,1984,134319,
274,Ezra,Keats,Children's Author, New York ,,Pisces,March,11,1916,81020,May 6
275,Ezra,Henderson,Pop Singer, California ,22,Gemini,May,23,1999,63192,
276,Ezra,Furman,Rock Singer, Illinois ,35,Virgo,September,5,1986,100975,
277,Ezra,French,,United States,17,Taurus,May,11,2005,112571,
278,Ezra,Frech,Runner,United States,17,Taurus,May,11,2005,44895,
279,Ezra,Dewey,TV Actor,United States,16,Virgo,September,17,2005,116374,
280,Ezra,Cornell,Entrepreneur,The Bronx,,Capricorn,January,11,1807,152796,Dec 9
281,Ezra,Cleveland,Football Player,Spanaway,24,Taurus,May,8,1998,170857,
282,Ezra,Benson,Politician, Idaho ,,Leo,August,4,1899,87254,May 30
283,Ezra,AFarmhouseFull,YouTube Star,United States,9,Virgo,September,14,2012,186151,
284,Ezo,Ezo,Instagram Star,Turkey,31,Aquarius,January,28,1991,102185,
285,Ezlisa,Loy,TV Actress,Kuala Lumpur,28,Pisces,March,8,1994,174078,
286,Ezio,Pinza,Stage Actor,Rome,,Taurus,May,18,1892,71694,May 9
287,Ezio,Oliva,Pop Singer,Peru,33,Scorpio,November,14,1988,133822,
288,Ezinma,Ezinma,Violinist,Lincoln,31,Capricorn,January,11,1991,127581,
289,Ezina,LeBlanc,Comic Book Artist, Michigan ,52,Capricorn,January,1,1970,173864,
290,Ezi,Emela,R&B Singer,Manchester,31,Taurus,May,15,1991,157835,
291,Ezhel,Ezhel,Rapper,Ankara,31,Cancer,July,1,1990,46216,
292,Ezgjan,Alioski,Soccer Player,Prilep,30,Aquarius,February,12,1992,71035,
293,Ezgi,Sertel,TV Show Host,Turkey,40,Libra,October,1,1981,214614,
294,Ezgi,Senler,TV Actress,Ankara,29,Aquarius,January,28,1993,186640,
295,Ezgi,Polat,Photographer,Berlin,31,Sagittarius,December,6,1990,215398,
296,Ezgi,Mola,Movie Actress,Istanbul,39,Aries,March,29,1983,99387,
297,Ezgi,Kose,Blogger,Turkey,29,Taurus,May,15,1993,111100,
298,Ezgi,Gozeger,TV Show Host,Turkey,35,Cancer,June,30,1986,201432,
299,Ezgi,Findik,YouTube Star,Germany,30,Aquarius,February,3,1992,117544,
300,Ezgi,Eyuboglu,TV Actress,Ankara,33,Gemini,June,15,1988,135641,
301,Ezgi,Kurklu,Instagram Star,Istanbul,40,Taurus,May,5,1982,155470,
302,Ezgi,Avci,Instagram Star,Turkey,29,Libra,October,14,1992,189902,
303,Ezgi,Asaroglu,TV Actress,Izmir,34,Gemini,June,18,1987,53736,
304,Ezgi,Akdogan,TikTok Star,Antalya,32,Scorpio,October,23,1989,21651,
305,Ezequiel,Schelotto,Soccer Player,Argentina,32,Gemini,May,23,1989,218578,
306,Ezequiel,Rodríguez,TV Actor,Buenos Aires,45,Aries,April,11,1977,56022,
307,Ezequiel,Ramirez,TikTok Star,Uruguay,23,Gemini,May,26,1998,217770,
308,Ezequiel,Pujols,TikTok Star,United States,20,Aries,March,23,2002,157810,
309,Ezequiel,Pries,TikTok Star,Argentina,20,Leo,August,17,2001,183747,
310,Ezequiel,Lavezzi,Soccer Player,Argentina,37,Taurus,May,3,1985,71382,
311,Ezequiel,Garay,Soccer Player,Rosario,35,Libra,October,10,1986,126294,
312,Ezequiel,Rosa,Photographer,Cuba,59,Aquarius,February,17,1963,222487,
313,Ezequiel,Cardenas,Instagram Star, California ,27,Sagittarius,December,21,1994,104719,
314,Ezequiel,Campa,TV Actor,Buenos Aires,45,Cancer,July,15,1976,211036,
315,Ezequiel,Ávila,Soccer Player,Rosario,28,Aquarius,February,6,1994,118402,
316,Ezekiel,Turner,Lawyer, Vermont ,,Gemini,May,24,1825,182163,Jun 2
317,Ezekiel,Pacheco,TV Actor,Los Angeles,24,Leo,August,15,1997,39374,
318,Ezekiel,Moon,TikTok Star,United States,23,Aries,April,1,1999,79870,
319,Ezekiel,Martin,Family Member,Los Angeles,12,Virgo,September,8,2009,86059,
320,Ezekiel,Lau,Surfer,Honolulu,28,Sagittarius,November,23,1993,14351,
321,Ezekiel,Kemboi,Runner,Kenya,39,Gemini,May,25,1982,168825,
322,Ezekiel,Jackson,Wrestler,Guyana,44,Taurus,April,22,1978,41478,
323,Ezekiel,Elliott,Football Player,Alton,26,Cancer,July,22,1995,5423,
324,Ezekiel,Ansah,Football Player,Accra,32,Gemini,May,29,1989,99620,
325,Ezekie,III,Twitch Star,United States,42,Taurus,May,20,1980,159297,
326,EzeKatz,EzeKatz,TikTok Star,Buenos Aires,19,Taurus,April,21,2003,27374,
327,Ezaki,Hikaru,Pop Singer,Fukuoka,18,Pisces,March,12,2004,24684,
